도서관 일련번호,도서관명,구 코드,구명,주소,전화번호,팩스번호,홈페이지 URL,운영시간,정기 휴관일,도서관 구분,도서관 구분명,위도,경도,담당자이메일,도서관 소개,설립연도,회원가입요건,대출안내,교통편,층별 설명
1069,조원도서관,0005,관악구,서울특별시 관악구 조원로12길 25,02-851-5571-2,02-851-5573,http://www.gwanakcullib.seoul.kr,,매주수요일및법정공휴일,0001,공공도서관,37.48256322,126.9077952,,"관악문화관도서관은 지역 주민을 위한 문화 공간으로  <p>

다양한 문화프로그램콘텐츠개발과 각종 문화예술, 강좌를 <p>

통한 지식 기반을 넓혀, 문화시민으로서의 자질을 갖추도록 지원하고 있습니다. <p>

또한, 꿈과 희망을 가지고 창의와 상상의 나래를 맘껏 펼치며 <p>

행복을 준비하는 공간으로 발전하고 있습니다.<p>",20110209,서울특별시민(현 주민등록상 거주지 주소가 신분증에 기재),"5권 이내 

기본 14일, 연기 7일

","2호선 신대방역 2번출구 하차, 6번(마을버스) 조원초등학교 하차 / 신림역 하차 5번출구, 아래 버스 환승

504, 651(간선), 643, 5528, 5530, 5535, 5615, 5616, 6512(지선) 천주교성령봉사회관 하차 -> 조원초등학교 방향 150m(도보)","* 어린이열람실

- 유아 및 초등학생을 위한 자료실로서 주제별 아동도서 및 어린이 신문과 잡지 등을 열람하실 수 있습니다.

- 위치 : 조원동주민센터 3층 

- 대상 : 유아, 초등학생, 유아동반 부모



* 종합자료실

- 인문, 사회, 자연, 이공계 예술 등 전 분야의 단행본 및 참고도서를 소장하고 있으며, 각종 신문과 정기간행물을 열람하실 수 있습니다.

- 위치 : 조원동주민센터 4층

- 대상 : 중학생 이상



* 다문화자료실

- 다문화 자료실에서는 책을 통해 국내에 이주한 다문화인들의 문화적 차이와 가치를 이해하는데 도움을 주고, 다양한 문화행사로 다른 가정들과 자연스럽게 문화교류와소통의 장을 마련하고 있습니다.

- 위치 : 조원동 주민센터 4층

- 대상 : 누구나"
27,광진정보도서관,0024,광진구,서울특별시 광진구 아차산로78길 90(광장동),02-3437-5092~5  ,02-3437-0165,http://www.gwangjinlib.seoul.kr/,,매월둘째/넷째화요일및법정공휴일,0001,공공도서관,37.55067985,127.1102945,,"<p>

	광진정보도서관은 2000년 11월에 개관하여 주민들의 사랑과 관심을 받으며 빠르게 성장하였습니다. 이제는 연평균 100만 명 이상, 일일 평균 약 3,000명 이상의 주민들이 도서관을 이용하고 있으며, 등록회원 수도 5만명을 넘었습니다. 고구려의 꿈이 숨쉬는 아차산과 아름답고 풍요로운 한강의 광진나루에 위치한 우리도서관은 이제 서울의 명소로서 뿐만 아니라 문화마당 및 지식정보의 광장으로 거듭나기 위하여 더욱 새롭게 변화를 추구하고 있습니다.</p>

",20001110,서울특별시민(현 주민등록상 거주지 주소가 신분증에 기재) ,"1관당 3권 이내(총16권) 

기본 14일, 연기 7일

","1. 지하철, 도보

  5호선 광나루역 2번출구로 나오신뒤 구리방향 300전방의 육교를 건너 일신

 아파트 정문으로 나온 후 강쪽으로 내려오시면 됩니다.

 (도보로 10분 - 15분 소요)

2. 지하철, 마을버스

 1) 5호선 광나루역 2번 출구로 나오자마자 오른편의 횡단보도를 건너서 한강호텔방향에 위치한 마을버스정류장에서 광진01 마을버스(초록 지선)를 타고 종점에서 하차하시면 됩니다.

 2) 2호선 강변역 동서울터미널 옆에 위치한 버스/마을버스 정류장에서 광진01 마을버스(초록 지선)를 타고 종점에서 하차하시면 됩니다.","도서관동

  - 지하 1층 : 보존서고

  - 1층 : 식당

  - 2층 : 종합안내, 어린이도서관, 장애인전용석

  - 3층 : 멀티미디어실, 연속간행물실

  - 4층 : 종합자료실

문화동

  - 지하1층 : 영화음악감상실

  - 2층 : 휴게실, 이야기방, 일반열람실 3

  - 3층 : 일반열람실 2

  - 4층 : 일반열람실 3"
1397,구의제3동도서관,0024,광진구,서울특별시 광진구 강변역로 17(구의동),02-454-6294,,http://www.gwangjinlib.seoul.kr/,,매월둘째/넷째월요일및법정공휴일,0001,공공도서관,37.53799119,127.0919832,,,2012116,,,,
97,자양제4동도서관,0024,광진구,서울특별시 광진구 뚝섬로26길 58 (자양동),02-465-0737-8,02-465-0739,http://www.gwangjinlib.seoul.kr/,,매월첫째/셋째화요일및법정공휴일,0001,공공도서관,37.5341003,127.0662596,,"<p>

	자양제4동도서관은 자양제4동 주민센터 1층에 위치한 작은 도서관입니다. 광진정보도서관의 분관으로 비교적 규모는 작으나 서가를 활용하여 자료실을 유아, 어린이, 청소년, 일반인 모두가 사용 가능하도록 공간이 분할되어 있습니다. 지역주민들의 가장 가까이에서 주민들의 지적욕구에 발맞추어 양질의 자료제공과 다양한 서비스를 통해 주민들께 사랑받는 도서관이 되고자 더욱 노력하고 있습니다.</p>

",20080627,"광진구민, 서울시민,관내 소재 각급학교 재학생,관내 소재 직장 재직자 

","1관당 3권 이내(총16권) 

기본 14일, 연기 7일

","○ 지하철 : 7호선 뚝섬유원지역 4번 출구, 건대입구 방향 도보 5분



○ 버  스 : 2014번 종점(자양4동차고지)에서 도보 5분","지하 1층 : 주차장

1층 : 도서관(종합자료실, 멀티미디어실, 강의실, 사무실)

2층 : 동 주민센터, 동대 본부

3층 : 자치회관, 동장실

4층 : 대강당"
99,중곡문화체육센터도서관,0024,광진구,서울특별시 광진구 능동로 433 (중곡동),02-3408-4900,02-3408-4950,http://www.gwangjinlib.seoul.kr/,,매월첫째/셋째월요일및법정공휴일,0001,공공도서관,37.55064684,127.0761197,,"<p>

	○ 책도 보고, 지적 사색이 가능한 다목적문화공간으로 도서관 2층은 어린이자료실&middot;이야기극장을, 그리고 실내에는 생화로 화단을 꾸며 식물생장을 체험하며 지적놀이가 가능하도록 구성하였으며, ○ 3층 종합열람실은 청소년&middot;일반인이 이용하도록 꾸몄으며 별도로 멀티미디어실을 설치하지 않았으나 IT기능이 부착된 열람대를 설치하여 인터넷 검색 등이 가능하게 하였으며 옥상은 하늘정원으로 꾸며 사색과 여가&amp;#8228;휴식공간으로 제공</p>

",20081001,"광진구민, 서울시민,관내 소재 각급학교 재학생,관내 소재 직장 재직자","1관당 3권 이내(총16권) 

기본 14일, 연기 7일

","○ 지하철7호선 : 중곡역 3번출구로부터 200m거리(도보 2분 정도 소요)

  ○ 버스이용(지하철 2번 출구앞)

     &amp;&#35;9094; 70번(남성교통, 금광시장-잠실역-중곡역)[광역버스],

     &amp;&#35;9094; 2013번(지선, 면목동-중곡역-군자-종로5가)[초록]

     &amp;&#35;9094; 2219번(지선, 중곡동-면목동-용마산역-서일대-신설동)[초록]

     &amp;&#35;9094; 2311번(지선, 면목동-용마산역-중곡동길-아차산역-잠실역)[초록]

     &amp;&#35;9094; 3215번(지선, 장지동-잠실역-군자역-중곡역-청량리)[초록]","○ 지상2층

 ◆ 어린이자료실

 - 아동서, 어린이영어도서 소장 

 - 어린이신문 및 잡지 소장

 - 인터넷/문서작업 코너

  

 ◆ 아기열람실

 - 유아도서, 미취학 아동서를 비치한 온돌마루의 열람 공간

 - 모유수유실



 ◆ 종합안내

 - 도서관 이용 안내

 - 회원증 발급

 - 각종 교육/문화프로그램 접수 

 - 

 ◆ 이야기소극장

 - 각종 도서관 행사 진행

 - 각종 교육/문화프로그램 진행





○ 지상3층

 ◆ 종합자료실

 - 일반도서, 외국도서, 참고도서 소장 

 - 신문/잡지 코너

 - 인터넷/문서작업 코너

  

 ◆ 소강의실

 - 독서회 및 각종 교육프로그램 진행

 



○ 지상4층

 ◆ 하늘지붕공원

 - 도서관 모든 이용자들의 휴게공간"
883,개봉도서관,0025,구로구,서울특별시 구로구 개봉로16길 30-11,02-2689-1695,02-2689-1696,http://lib.guro.go.kr,,매주 화요일 및 법정 공휴일,0001,공공도서관,37.49008228,126.8584998,akgktnfl12345 @hanmail.net,"감사합니다.<p>

개봉도서관입니다.",20100430,"●가입대상 : 서울시민(주민등록상) 및 구로구 소재 직장인 및 학생

※ 구로구 “지혜의 등대” 참여 도서관과 문고의 대출회원은 별도 회원가입 없이 대출 가능 

●가입방법 : 회원가입신청서를 작성(도서관 방문)하여 구비서류와 함께 제출 

●구비서류 

- 일반주민 : 공공기관에서 발행한 신분증(주소, 주민번호 확인이 가능한 것)

- 학 생 : 학생증(초등학생이나 미취학 아동은 주민등록등본 또는 건강보험증·부모님 신분증)

- 구로구 소재 직장인 : 신분증과 재직증명서 ","■ 대상 : 도서관회원

■ 대출권수 : 1인당 3권

■ 대출기간 : 14일

※ 신문, 잡지 등 연속간행물은 대출이 되지 않습니다.

※ 대출기간은 1회에 한해 7일간 연장 가능합니다.

※ 대출한 도서를 연체하시면 연체기간 동안 대출이 중지됩니다.",,
882,개봉어린이도서관,0025,구로구,서울특별시 구로구 경인로 318-15,02-2066-1695,,http://lib.guro.go.kr/,,매주 화요일 및 법정 공휴일,0001,공공도서관,37.49674271,126.8559101,,"- 꿈동이실<P>

유아열람방 : 유아 및 초등저학년 도서 비치·열람공간 <P>

엄마랑아가랑 : 어린이와 부모가 함께 책을 읽을 수 있는 열람 공간 <P>

다락방 <P>

하늘동굴 <P>



- 꿈나래실<P>

아동열람방 : 초등학교 고학년 및 청소년, 학부모 도서 비치·열람공간 <P>

문화사랑방 : 다양한 독서문화프로그램 운영 공간 ",20100128, 서울시민 및 관내소재직장인 ,"3권 이내 

기본 14일, 연기 7일

","지하철 1호선 개봉역 하차 후 2번 출구 (도보 5분 소요) 

일반버스 160,260,600,660,5626,6640,6616 경인중학교(개봉사거리) 하차 후에 컴벤션 웨딩홀 뒷편에 위치","- 꿈동이실

유아열람방 : 유아 및 초등저학년 도서 비치·열람공간 

엄마랑아가랑 : 어린이와 부모가 함께 책을 읽을 수 있는 열람 공간 

다락방 

하늘동굴 



- 꿈나래실

아동열람방 : 초등학교 고학년 및 청소년, 학부모 도서 비치·열람공간 

문화사랑방 : 다양한 독서문화프로그램 운영 공간 

"
2135,구로기적의도서관,0025,구로구,서울특별시 구로구 구로중앙로40길 24(신도림동),,,,,,0001,공공도서관,37.50673545,126.877376,,,,,,,
41,구로꿈나무도서관,0025,구로구,서울특별시 구로구 구로동로26길 54 구로구시설관리공단,02-860-2383,02-857-9991,http://lib.guro.go.kr/,,매주 화요일 및 법정 공휴일,0001,공공도서관,37.50622215,126.8920012,,"<p>

	어린이들의 지식 열린공간으로 구로의 어린이 전용 도서관. 다함께, 더불어 사는 행복한 구로 꿈나무 도서관 입니다.</p>

",20040503, 서울시민 및 관내소재직장인 ,"3권 이내 

기본 14일, 연기 7일","◎구로4동우체국에서 걸어오시는 길. 

정류장에서 걸어서 구로시장안 BYC건물 옆 주차장이 있는 안쪽 건물입니다..(도보 약 5분~7분)



* 걸어 오는길로는 자가용 출입이 불가능합니다. 

--------------------------------------------------------------------- 

◎자가용 이용시 

가리봉방향 -&gt; 남구로역 1번 출구 -&gt; 로그인 편의점 비보호 좌회전 -&gt; 국일부동산 지나 좌회전 

대림역방향 -&gt; 남구로역 6번 출구 -&gt; 로그인 편의점앞 우회전 -&gt; 국일부동산 지나 좌회전 



--------------------------------------------------------------------- 

대중교통이용 방법: 지하철 : 7호선 남구로역 6번 출구

버 스 : 구로시장이나 구로4동우체국 앞에서 하차

간 선 : 503, 571 구로4동우체국 앞 하차

지 선 : 5615, 5619, 5622, 5626, 5630, 5712, 5714, 6411, 6511, 6512, 6612 구로4동우체국 앞에서 하차 

지 선 : 5618, 6411, 6511 남구로역 6번, 1번 출구 하차 

마을버스 : 구로09, 구로10, 구로11 구로시장 또는 구로2동사무소,고대병원 앞에서 하차",
880,구로초구로구립주민전용도서관,0025,구로구,서울특별시 구로구 구로중앙로27나길 9 온누리관 4층,02-858-9080,02-858-9082,http://lib.guro.go.kr,,매주 화요일 및 법정 공휴일,0001,공공도서관,37.49751199,126.8854812,,"감사합니다. <p>

구로초 구로구립주민전용도서관입니다.",20090507," 서울시민 및 관내소재직장인 

","3권 이내 

기본 14일, 연기 7일

",,
2136,궁동어린이도서관,0025,구로구,서울특별시 구로구 구로동로 13길 68,02-2686-0837,,http://lib.guro.go.kr,,화요일 및 법정공휴일,0001,공공도서관,37.50531416,126.8928724,,,,,,,
884,글마루한옥어린이도서관,0025,구로구,서울특별시 구로구 고척로27바길 7,02-2615-8200,02-2611-1543,http://lib.guro.go.kr,,매주화요일 및 법정 공휴일,0001,공공도서관,37.50692111,126.8456405,choiho2@hanmail.net,"<p>

	2011. 4. 28 서울시 최초 한옥으로 건립된 구립 도서관입니다</p>

<p>

	주동(향서관)과 별동(성학당) 두채의 건물이 회랑으로 연결되어 있고 주동은 아이와 부모가 함께 자유롭게 책을 읽는 공간과 어린이를 위한 다양한 도서들로 구비되어 있고 별동은 한옥의 특성과 전통문화를 접할 수 있는 체험공간으로 구성되어있다. 특히 마당에서는 전래놀이와 야외수업을 진행하고 있다</p>

",20110428,"서울시민, 구로구 소재 직장인

일반주민-공공기관에서 발행한 신분증(주소, 주민번호 확인가능한 것)

학생-학생증(초등학생, 미취학아동은 건강보험증 또는 주민등록등본)

구로구소재 직장인-신분증과 재직증명서","1인3권 대출기간 14일, 연장1회가능(7일)

대출도서 연체시 연체기간동안 대출 중지","1. 지하철 1호선 개봉역하차 2변출구 마을버스 구로01번 

2. 버스

신정 학마을아파트 하차 260. 643. 652. 653. 5012.6515. 6614

양천고등학교 하차 6515. 6614. 6620. 6623. 6640. 6657. 6716

금옥여고 하차 6614. 6620. 6623. 6640. 6657. 6716

오류중 하차 구로01","주동(향서관)

1층: 사무실. 자료실. 책이야기마당. 어울마루. 휴게실

2층: 꿈다락방. 지식나눔방. 휴게실



별동(성학당)

안방. 건넌방. 대청마루. 누마루"
61,꿈마을도서관,0025,구로구,서울특별시 구로구 디지털로27다길 65,02-830-5807,02-830-5839,http://lib.guro.go.kr/,,매주 화요일 및 법정 공휴일,0001,공공도서관,37.48714477,126.8901557,,"<p>

	성인을 위한 공간 뿐 아니라 유아실과 아동도서를 구비하고 있는 온 가족이 함께 이용할 수 있는 공간으로 지역의 정겨운 정보, 문화 공간입니다.</p>

",20070405, 서울시민 및 관내소재직장인 ,"3권 이내 

기본 14일, 연기 7일

","- 버스 이용 시

     초록버스 : 5618번, 6512번, 6411번



  - 전철 이용 시

     1호선 구로역 1번 출구

      (애경백화점 건너편 마을버스 09번 이용하여 삼성래미안 아파트 앞 하차)

     2호선 대림역 1번 출구 : 도보 10분 거리

     7호선 남구로역 1번 출구 : 도보 5분 거리","- 1층 : 경로당

  - 2층 : 종합자료실

  - 3층 : 자유열람실"
17,서울특별시교육청고척도서관,0025,구로구,서울특별시 구로구 고척로45길 31,02-2615-0524~0528,02)2682-4176,http://gclib.sen.go.kr,,"2,4주 수요일 및 법정공휴일",0001,공공도서관,37.50534626,126.8530515,,"<p>

	우리도서관은 &lsquo;지역주민과 함께 하는 도서관&rsquo;을 운영의 기본 방향으로 정하고 첫째 21세기를 열어가는 공공도서관의 지식ㆍ정보ㆍ문화ㆍ교육의 센터로서 기능과 역할 제고 둘째 지역사회의 문화정보센터로서 정보화 소양을 갖춘 자율적ㆍ창의적ㆍ도덕적 인간 육성 셋째 지역주민과 함께 하는 문화 복지 서비스 제공의 선도적 역할 수행 의 과제를 달성하기 위하여 ① 다양한 자료 확충, 관외대출 활성화, 야간대출서비스 및 각종 서비스코너 운영을 통한 정보제공 및 봉사기능의 강화 ② 지역주민을 위한 동호회 운영과 각종 전시회 유치를 통한 지역문화 공간으로서의 기능 강화 ③ 문화교실 및 각종 특별강좌 운영을 통한 평생교육센터로서의 역할 강화 ④ 독서교실, 독서회 운영 및 실습생 지도 등을 통한 도서관 현장 체험학습의 활성화 ⑤ 도서관 홍보 강화, 이용자와의 대화, 이용서비스헌장제 운영 및 정기적인 직원교육을 통한 이용자 만족의 행정서비스 제공 ⑥ 도서관 이용이 어려운 주민을 위한 순회문고 운영 및 장애인택배서비스를 통해 독서문화를 확산시키고 있다.</p>

",19900124,"가입대상

    - 서울특별시에 주민등록이 되어 있는 자

    - 서울특별시 소재 직장에 재직하는 자

    - 서울특별시 소재 학교에 재학하는 자

    - 서울특별시에 거주하는 재외동포 국내거소 신고자 및 외국인 등록자

  가입방법(구비서류)

    - 각 자료실에 비치된 관외대출회원가입신청서를 작성하여 구비서류와 함께 자료실 직원에게 제출하면, 회원가입 신청한 다음날부터 자료대출 가능

    - 구비서류  성  인 : 주민등록번호와 현 주소를 확인할 수 있는 공인신분증 (주민등록증, 운전면허증 등)

                 청소년 : 주민등록등본 1통

                 유아 및 어린이 : 직계가족의 신분증과 가족을 확인할 수 있는 서류(주민등록등본 등)

   그 외 지방주소등재자 중 서울 소재 직장인은 재직증명서, 학생은 재학증명서 함께 첨부","- 대출책수 : 서울특별시립도서관 및 평생학습관의 총 대출책수 10권의 범위  내에서 1인 5권이내

- 기    간 : 14일 (반납일 이전에 1회(7일)에 한하여 연기가능. 단, 예약 자료인 경우는 연기 불가능)","- 지하철 : [1호선] 개봉역 2번 출구로 나와 초록(지선)버스 구로01번, 구로08번 환승 / 세곡초등학교 앞 하차

  - 버  스 : 5626번 / 세곡초등학교 입구 하차

             6613번, 5614번 / 고척근린공원 앞 하차","- 1층 : 자료봉사과, 전산실, 어린이자료실, 희망/행복어울림, 제1ㆍ2열람실, 당직실, 안내실, 식당, 매점, 야외휴게실

  - 2층 : 관장실, 관리과, 종합자료실(간행물실,다문화실), 디지털자료실, 제3열람실, 휴게실

  - 지하1층 : 예향어울림, 중앙감시실

  - 지하2층 : 서고, 기계실, 전기실"
18,서울특별시교육청구로도서관,0025,구로구,서울특별시 구로구 공원로 15,02-6958-2800,,http://grlib.sen.go.kr,,"1,3주 수요일 및 법정공휴일",0001,공공도서관,37.49867236,126.8911162,,"<p>

	우리 구로도서관은 지역 사회 주민에게 정보를 제공하고 교육 및 문화활동에 기여하기 위하여 1984년 10월에 개관한 공공도서관입니다. 그 동안 자료를 수집, 정리하여 이용자에게 제공함은 물론 오늘날과 같이 급변하는 정보화 시대에 있어 인터넷을 통하여 광범위한 정보에 접근하도록 함으로써 지역 주민과 함께하는 도서관으로 자리 잡아 왔습니다. 지금 우리 도서관이 위치한 구로구 일대는 벤처 산업을 주도할 벤처센터 건립이 추진되고 있습니다. 동양 최대 규모인 이 벤처 센터에는 벤처기업 80 여 개가 입주하고 창업투자사, 생산기술연구원, 첨단시험계측 센터 등 지원기관과 시설도 함께 들어선다고 합니다. 또 이미 들어선 의류산업을 고도화시켜 패션 디자인 산업단지로 가꾸고 빈 공장터를 이용해 물류산업, 고도산업 단지로 발전시킬 계획이라고 합니다. 이에 발맞추어 우리 도서관은 정보, 통신, 기술과학 자료를 중점적으로 수집함은 물론 최신 정보를 더 많은 이용자에게 제공하기 위하여 디지털 자료실의 확대, 설치 및 디지털컨텐츠의 확충으로 누구나 알 권리가 있는 공중을 대상으로 &#39;정보센터&#39;로서의 역할을 다하기 위하여 최선을 다하고 있습니다.</p>

",19840108,"- 가입대상 : 주민등록상 서울시 거주자

- 가입방법(구비서류)

   1. 신분증(주민등록번호, 현주소 확인 가능)

   2. 사진1매(어린이 제외)","- 대출책수 : 1인 5권

 - 대출기간 : 14일(연체 및 예약도서가 아니면 1회 7일 연장 가능)

 - 재대출 : 동일도서는 반납하고 7일 후 대출가능","- 마을버스: 6653, 6650 [구로등기소 하차]            구로09 [구로고등학교 하차]

  - 일반버스: 5626, 5619, 6411, 6613 [구로등기소 하차]

  - 지하철: 대림역(4번),구로역(1번), 신도림역(2번 출구)","- 지하1층 : 매점, 시청각실, 기관실

  - 1층 : 자료봉사과, 종합자료실, 어린이실, 안내실

  - 2층 : 관장실, 관리과, 디지털 간행물실, 숙직실

  - 3층 : 제1열람실, 제2열람실, 회의실, 휴게실"
72,오류도서관,0025,구로구,서울특별시 구로구 경인로19길 29-6,02-2613-8983,,oryulibrary.or.kr/,,일요일을 제외한 국가 공휴일,0001,공공도서관,37.49715813,126.8421529,,"<p>

	우리도서관은 1978년 7월에 개관한 이래 약 3만2천여권의 장서를 구비하여 지역주민들에게 보다 나은 정보를 제공하고, 이용자의 정보이용 욕구에 도움을 주는 도서관으로서 발전해 오고 있습니다. 앞으로도 21세기 정보화 시대를 선도하는 지역도서관으로서 지역주민들에게 보다 나은 교육환경과 다양하고 새로운 정보자료를 확충하여 이용자 중심의 봉사기능을 다양화 하겠습니다. 또 성숙한 시민의식 함양을 토대로 생활 속의 도서관으로 자리 잡기 위해 노력 하는 도서관이 되겠습니다.</p>

",19780701,"◎ 디지털 자료실 이용 방법 안내◎



1. 회원가입신청서에 작성한 아이디와 비밀번호를 이용해 오류도서관 홈페이지

   디지털좌석 예약에서 좌석을 예약합니다.

2. 모든 컴퓨터는 기본적으로 로그인 화면이 세팅되어 있습니다. 예약한 시간에

   예약한 좌석으로 가서 로그인 후 사용합니다.

3. 예약시간부터 10분 내에 로그인 하지 않으면 예약이 자동 취소됩니다.

4. 예약한 PC가 고장 등의 이유로 사용이 불가능 할 경우 사서에게 문의해 

   주세요. 빈 좌석으로 변경 가능합니다.

5. 복사카드를 구입하여 출력이 가능합니다. 출력은 A4 1 장당 50원입니다.","- 대상 : 도서관이용자  

- 자료대출기간 : 1인 5권 대출가능하며 대출기한은 1일 (관내에서만 가능)    

- 자료복사 : 자료열람실에 복사기 비치. A4-30원, B5-20원(복사카드 사용)","◈ 오류동 전철역에서 하차 - 경인국도 도로를 건너신후 - 좌측으로 15m쯤 오셔서- 골목으로 약 100m 들어오시면 됩니다. 

 

◈ 경인고속도로를 타고 - 오류IC로 나오신후 - 경인국도를 타시고 약 100m오셔서- 우측으로 들어오시면 됩니다. 

 

◈ 버스노선번호 : 160, 670, 600,  5626, 6613, 6614, 6616, 6640, 75, 88, 83, 10","본관 지하 - 제1열람실 (중.고): 좌석수 80 

본관 3층  - 제2열람실 (성인) : 좌석수 76 

신관 1층  - 제3열람실 (성인) : 좌석수 36 

신관 2층  - 제4열람실(성인여성) : 좌석수 35 

신관 3층  - 제5열람실 (성인) : 좌석수 34 

신관 4층  - 제6열람실 (성인) : 좌석수 34 

별관2 2층 - 제7열람실 (성인) : 좌석수 24 

본관 1,2층 - 서 고 

자료실 1층 - 디지털자료실 

스터디실 - 별관 2층 별관3 2층

휴게실 - 별관 1층,지하

회의실 - 본관 4층,옥탑"
881,하늘도서관,0025,구로구,서울특별시 구로구 구로동로13길 68,02-864-9585/6,02-864-9587,http://lib.guro.go.kr,,매주 화요일 및 법정 공휴일,0001,공공도서관,37.50531416,126.8928724,naledha@naver.com,"감사합니다.<p>

하늘도서관입니다.",20100402," 서울시민 및 관내소재직장인 

","3권 이내 

기본 14일, 연기 7일

","지하철이용: 7호선 남구로역 4번출구 방면 도보10분 

버스이용: 503, 571, 5615, 5619, 5626, 5630, 5712, 5714, 6411, 6511, 6512 ==> 구로시장 하차 도보 10분

",
62,금천구립가산도서관,0006,금천구,서울특별시 금천구 가산로5길 43,02-865-6817~9,02-865-6820,http://geumcheonlib.seoul.kr,,"매월 두번째, 네번째 월요일 및 법정 공휴일",0001,공공도서관,37.47349155,126.8921299,,"<p>

	금천구립가산정보도서관은 지역주민의 문화시설 확충을 위해 2007년 3월에 개관한 최첨단 시설의 유비쿼터스 도서관으로 다양한 도서와 멀티미디어 자료를 구비하고 있으며 전자책을 통한 전자정보서비스를 제공하고 있습니다. 지역주민의 지적욕구를 만족시키기 위함은 물론, 빠르게 변모하고 있는 국내외적 환경에 대응하기 위하여 정보 제공자로서 뿐만 아니라 문화와 교육까지도 제공하여 삶의 질을 높여 나가는 중요한 공간으로 거듭나기 위하여 노력하고 있습니다. 또한 시대적 요구에 발맞추어 외국어 강좌 및 도서전시, 각종 문화 프로그램을 운영하여 어린이부터 어른까지 다양한 계층이 필요로 하는 교육&middot;문화여가 활동의 장을 마련하고 있습니다.</p>

",20070409,"▣ 가입대상 :  서울시민, 서울시 소재 학교 재학생, 서울시 소재 직장 재직자 

▣ 가입방법

    1층 안내데스크에 비치된 회원가입 신청서를 작성하여, 구비서류와 함께 안내데스크에 제출하면 회원으로 등록된 후 즉시 자료대출이 가능(회원증은 2일 이내에 발급)



▣ 구비서류

·성인 : 신분증(주민등록증, 운전면허증), 증명사진

·청소년 : 학생증(주민등록번호와 주소기재) 또는 주민등록등본, 증명사진

·유아 및 어린이 : 주민등록등본 또는 건강보험증과 보호자신분증(보호자 동행), 증명사진",최대 대출가능 책 수는 1인 3권으로 14일간(1회 7일 연장 가능) 대출 가능합니다.,"- 대중 교통편 자세히

     구로디지털단지역(2호선)

    1번 출구로 나와서 3번 마을버스 승차 후 두산아파트 후문에서 하차(약 10분 소요)

     가산디지털단지역(1,7호선)

    1번 출구로 나와서 3번 마을버스 승차 후 두산아파트 후문에서 하차 (약 10분 소요)","- 지하1층 : 지하주차장

  - 1층 : 안내데스크, 어린이자료실, 모자실, 장애인자료실, 관리실

  - 2층 : 종합자료실

  - 3층 : 디지털자료실, 보존서고

  - 4층 : 자유열람실Ⅰ

  - 5층 : 자유열람실Ⅱ

  - 6층 : 문화강좌실, 사무실, 식당

  - 옥상 : 하늘공원"
101,금천구립금나래도서관,0006,금천구,서울특별시 금천구 시흥대로73길 70,02-2627-2992,02-2627-2995,http://geumcheonlib.seoul.kr,,없음,0001,공공도서관,37.45690514,126.8953686,,"<p>

	- 금천구 종합청사(구청, 보건소, 구의회)를 비롯하여 독산, 시흥역세권에 위치한 도서관으로서 지역주민의 삶의 질을 높여나가는 중요한 공간임. - 금나래아트홀 도서관은 배움을 추구하는 모든 구민에게 정보와 지식을 제공하여 금천구 평생 교육의 장으로서 역할 제공</p>

",20081101,"- 가입대상 

   - 서울특별시에 실제 거주하고 주민등록이 되어있는 서울특별시민

   - 서울시 소재 직장 재직자



 - 가입방법(구비서류)

   - 도서관에 직접 방문하여 가입신청서 작성(도서관 비치)

   - 사진 1매, 신분증(주소 및 주민등록번호 기재)

   - 재직증명서(직장인)","- 대출책수 : 1인 3권 이내

- 대출기간 : 14일 이내로 하되, 1회에 한하여 7일간 연장","* 지하철 1호선 금천구청역(구, 시흥역) 수원, 천안 방향 하차 - 금천구청역 맞은편 위치(1분 거리)","- 1층 : 안내데스크, 종합자료실, 인터넷카페, 정기간행물실, 신문열람실

- 2층 : 안내데스크, 어린이 자료실, 모자실(아가랑 엄마랑)"
