Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,cafe,cafe_id,date,likeCnt,message,point,user_id
10.0,10.0,10.0,템푸스,18756214,2018.08.24.,,,5,944988
11.0,11.0,11.0,커피가게쉬고가게,23933670,2019.10.30.,0.0,주변 다른 카페에서 아이스아메로 눈탱이 맞고 여기서 핸드드립으로 위안받고 갑니다. 번창하세요.,5,1207969
12.0,12.0,12.0,커피가게쉬고가게,23933670,2019.07.15.,0.0,커피맛도 별로고 가격도넘비싸다,2,904025
13.0,13.0,13.0,커피가게쉬고가게,23933670,2018.07.21.,0.0,블루베리 빙수 사진보면 아시겠지만 그릇에 다 튀어있고 일부러 그런건지 뭔지 플레이팅이 매우 지저분했어요. 그냥 집에서 만든 빙수 느낌? 그런데 블루베리가 싱싱하고 빙수도 달달하니 맛있었어요. 플레이팅이 아쉬워서 별 한 개 뺐고요 품질이나 양에 비해 가격이 좀 쎄서 한 개 더 뺐어요. 허니브레드는 우리가 생각하는 그 맛인데 맛있긴했습니다. 플레이팅에 좀 더 신경쓰셔야 할 듯.,3,179089
14.0,14.0,14.0,커피가게쉬고가게,23933670,2018.06.07.,0.0,제주도에서 맛있는 커피 찾기 힘들었는데 커피 먹고 감동받았어요*.* 그리고 한라봉홍차케이크도 정말 맛있었습니다. 재방문의사 200% 예요!,5,144156
15.0,15.0,15.0,커피가게쉬고가게,23933670,2018.05.24.,,,2,930652
16.0,16.0,16.0,커피가게쉬고가게,23933670,2017.11.10.,,,1,1194460
17.0,17.0,17.0,커피가게쉬고가게,23933670,2017.09.16.,,"카페 넘 이뻐여 커피마시러왔다가 디저트 다 싹쓸이했네요 눈에 띄어 멀리서도 찾기 쉬워요
게스트하우스도 하시더라구요 담엔 꼭 쉬다가야겠어요!!!",5,552235
18.0,18.0,18.0,커피가게쉬고가게,23933670,2017.07.30.,,,3,253455
19.0,19.0,19.0,커피가게쉬고가게,23933670,2017.07.14.,,,5,1074184
20.0,20.0,20.0,커피가게쉬고가게,23933670,2017.09.14.,,그냥 일반 카페가 아니라 메뉴들이 독특해요! 진짜 잘 쉬다가요 다들 꼭 들려보셨음 좋겠네요~!!,5,1823611
21.0,21.0,21.0,커피가게쉬고가게,23933670,2017.09.13.,,디저트 너무 이쁘게 나오네요 ~~~!! ㅎㅎ 뷰도 좋아서 오래 있었네요 ㅎㅎㅎ,5,1823108
22.0,22.0,22.0,커피가게쉬고가게,23933670,2017.08.07.,,급하게 예약잡았는데 탁월한선택이었어요!!!사장님 넘 친절하시고~~바로앞에 해변도 있어서 즐기다갑니다ㅎㅎ~~카페에서 여유롭게 시간보내는것도 넘넘 좋았어요 진짜 모든사람들에게 추천해드리고싶습니다!!사장님 건강하세용!!,5,1807223
23.0,23.0,23.0,커피가게쉬고가게,23933670,2014.07.01.,,이 곳 카페 사장님이 친절하시고 카페의 커피는 너무 맛있습니다,5,1114200
24.0,24.0,24.0,커피가게쉬고가게,23933670,2013.10.29.,,"주말에 숙박만 했습니다. 너무 늦어 저녁을 즐기지 못해서 아쉽네요. 시설/관리상태는 가격대비 최상급.조망권 상급.주방은 직원분들이 사용하는곳으로 왼만한건 다있음. 하지만, 손님의 대부분이 스쳐가는분들이라 사용빈도가 적을듯.. 아침식사는 주로 물에 불리는 음식임.&#40;참고만&#41; 주변 경관이 매우 좋음. 아침, 뻘밭을 뛰어다님.",5,942216
25.0,25.0,25.0,커피가게쉬고가게,23933670,2013.07.30.,,개판 2분전 가게,1,887071
26.0,26.0,26.0,뽀요요카페,27495099,2018.06.11.,0.0,"맛도 공간도 별로에요.
특히나 가격은 맛에 비해 너무 비싸요.",1,147170
27.0,27.0,27.0,뽀요요카페,27495099,2017.10.02.,,,1,740113
28.0,28.0,28.0,뽀요요카페,27495099,2016.06.10.,,"우도라떼아이스랑 한라봉생과일쥬스 

카페에서 잠시 뿔소라아트체험 하고 

참 좋아요😀",5,902874
29.0,29.0,29.0,카페아꼬떼,26423460,2019.01.02.,0.0,,5,349114
30.0,30.0,30.0,카페아꼬떼,26423460,2016.06.15.,,"너무 달지 않은 허니브레드가 아주 맛있었던 곳
직접 담근 레몬차도 굿~
팥빙수도 굿~",5,615293
31.0,31.0,31.0,오스모시스,1569358885,2019.11.14.,0.0,"재즈느낌의 음악과
커페가 잘어울리고
고메버터스콘이 진짜 고소하고 바삭해요ㅠ
유명하다는 스콘은 다 먹어봤는데 인생스콘..
사장님도 짱 친절하세요ㅎㅎ
연속으로 두번간곳!",5,1246160
32.0,32.0,32.0,오스모시스,1569358885,2019.06.30.,0.0,요샛말로 &lsquo;힙&rsquo;한 요소를 모두 갖추고 있는 곳. 한잔한잔 정성들여 내리시는 모습이 좋았다. ,4,858508
33.0,33.0,33.0,오스모시스,1569358885,2019.06.29.,0.0,인테리어도 좋고 바다도 보이는 공간이예요~ 사장님 취향이 느껴짐 ㅎ  ,5,852994
34.0,34.0,34.0,오스모시스,1569358885,2019.06.27.,0.0,"일단 커피가 맛나고 사장님의 섬세함이 묻어나는 카페
마음에 듬",4,847138
35.0,35.0,35.0,오스모시스,1569358885,2019.03.29.,1.0,,5,471325
36.0,36.0,36.0,오스모시스,1569358885,2019.01.02.,0.0,"너무 이쁘고 조용한 카페였어요 음악도 좋았고 커피가 맛있어서 제일 좋았어요, 일회용 컵에 안주셔서 더욱 맘에 들었어요 :) 다음에 오면 핫해져서 줄서야 할 듯요..",5,348804
37.0,37.0,37.0,하늘정원,14794664,2017.10.24.,0.0,카페 아닌거 같은데요??? 걍 꽃집 같음... 헛걸음ㅜㅜ,1,18575
38.0,38.0,38.0,하늘정원,14794664,2014.05.15.,,감사합니다. 더 좋은 하늘정원 플라워카페가 되겠습니다^^ 많이 놀러와주세요~,5,1075652
39.0,39.0,39.0,하늘정원,14794664,2011.11.13.,,"이쁜 사장님, 맛있는 커피, 아름다운 꽃... 서귀포에 가면 들러서 좋을듯한 딱 굿인 장소네요..",5,310963
40.0,40.0,40.0,하늘정원,14794664,2011.11.04.,,스마트폰보고 찾아갔는데 드라이브 하다 가기 딱.,5,306458
41.0,41.0,41.0,하늘정원,14794664,2011.11.03.,,"아~~ 여기 사장님 완전 친절하시던데~~ ㅋㅋ
굿! 커피 싸고 맛있었어요 ㅋㅋ 분위기 조용하고좋아요 ㅋ
",5,305880
42.0,42.0,42.0,이디야커피 제주성읍점,2146177384,2019.10.27.,0.0,,5,1197799
43.0,43.0,43.0,이디야커피 제주성읍점,2146177384,2018.08.02.,,,2,642379
44.0,44.0,44.0,런던아이,423785095,2018.09.17.,,런던아이는 유럽 특히 영국의 정통 엠티가구가 진열된 크레식한 추억의 카페에서 향긋한 커피와 특제 홍차로 음악을 들으며 여행지의 한낮을 즐기기에 딱 맞은  정겨운 카페였다.  ,5,1980783
45.0,45.0,45.0,카페8길,77169837,2019.06.20.,0.0,"마라도 가파도가 보이는 전망좋은 카페. 올레길8코스 옆이라 쉬어가기 좋은 곳이기도 하지만 페일에일 생맥주도 있어서 바깥 의자에  편히 누워(?) 바다 보며 낮술하기도 좋다.   화요일 휴무.
오후 7시까지 영업한다. 두달 살이 하면서 여섯 번 정도 갔던 곳이다.  표선으로 숙소 옮기고도 세 번을 갔던 제주도 최애 카페.",5,526126
46.0,46.0,46.0,카페8길,77169837,2019.05.23.,0.0,,5,573753
47.0,47.0,47.0,미닝풀모먼츠,243570162,2019.10.11.,0.0,아담하고 사람도 많지 않고 분위기도 좋아요! 벽돌 느낌의 따뜻한 카페! 디저트도 맛있고요ㅎㅎ,5,1150531
48.0,48.0,48.0,미닝풀모먼츠,243570162,2019.10.09.,0.0,쑥케이크 맛있아요,5,1145413
49.0,49.0,49.0,미닝풀모먼츠,243570162,2019.09.11.,0.0,"사장님도 친절하시고 가게 분위기도 이뻐요~!
매일 손수 만든 디저트 판매하는데 신선하고 정말 맛있어욯ㅎㅎ 단골됬습니당",5,1072780
50.0,50.0,50.0,망고홀릭 애월해안도로점,221879692,2019.06.22.,0.0,직원들도 별로 불친절 하고 맛도 그렇게 맛있진 않네요 그리고 스페셜 과일은 다 냉동 이라네요 가기 꺼림직 스러울 수 도 있을 것 같아요 그리고 여기서 파는 코코넛 과자 비슷한 게 있어요 그거 4개사면 2개 더 준다고 해서 샀는데 인터넷 가격에 3배 더군요 이득 보고 싶으면 과자종류는 인터넷 에서 사는 걸 추천합니당♡,2,827213
51.0,51.0,51.0,망고홀릭 애월해안도로점,221879692,2019.03.02.,0.0,"생 망고 한접시 최고 에요
",5,426722
52.0,52.0,52.0,망고홀릭 애월해안도로점,221879692,2018.12.08.,1.0,오랜만에 먹었는데 고인물이라 그런지 이젠 돈주고 못먹겠네요. ,1,320112
53.0,53.0,53.0,망고홀릭 애월해안도로점,221879692,2017.04.16.,0.0,,4,815469
54.0,54.0,54.0,망고홀릭 애월해안도로점,221879692,2016.08.04.,0.0,"애월해안이 바로 앞입니다. 
경치가 좋아요. 
신선로 망고 코코넛 눈꽃 빙수
2인용에 1.5만원
맛있어요.. 3~4명이 나눠 먹어도 괜찮습니다. 필요한 부재료 들은 기호에 따라 추가로 넣어서 먹으면 됩니다.
사장님께서 매일 국산팥도 직접 끓이시고, 떡도 따로 맞춰서 쓰신대요. ㅋ",5,891167
55.0,55.0,55.0,망고홀릭 애월해안도로점,221879692,2018.03.03.,,날씨도 굿. 풍경도 굿. 맛도 굿.,4,1204497
56.0,56.0,56.0,망고홀릭 애월해안도로점,221879692,2017.11.13.,,바다 앞...전망 굳..,5,1168720
57.0,57.0,57.0,망고홀릭 애월해안도로점,221879692,2017.04.09.,,,4,884472
58.0,58.0,58.0,망고홀릭 애월해안도로점,221879692,2016.10.20.,,"풍경도 좋고 신선로눈꽃빙수도 완전 맛남
아이들이 뛰어놀 수 있는 공간까지!!",5,646341
59.0,59.0,59.0,망고홀릭 애월해안도로점,221879692,2016.10.10.,,가격 대비 맛은 그닥 없는듯합니다.,2,411542
60.0,60.0,60.0,망고홀릭 애월해안도로점,221879692,2016.09.28.,,,3,832168
61.0,61.0,61.0,망고홀릭 애월해안도로점,221879692,2016.08.15.,,,2,887261
62.0,62.0,62.0,망고홀릭 애월해안도로점,221879692,2018.08.13.,,별 하나도 아까움. 기분좋게 여행 갔다가 불친절해서 하루종일 기분나쁨. 망고빙수도 너무 양이 적고 비쌈. 사장님 알바생 월급좀 많이 주세요. 사람이 얼마나 많으면 그렇게 불친절하게 합니까ㅠ,1,1966518
63.0,63.0,63.0,망고홀릭 애월해안도로점,221879692,2016.06.30.,,별로. 불친절함 든것도 없고,1,1585279
64.0,64.0,64.0,카페유블레스,1863718416,2019.01.25.,0.0,"12,000원 치킨윙과 감자튀김",1,755566
65.0,65.0,65.0,사랑이머무는카페,1041387920,2019.01.27.,0.0,"뷰 최고, 음료도 맛나요.
산뜻 따뜻한 실내... 편하고 즐거운 시간",5,379786
66.0,66.0,66.0,온도커피,1249506544,2019.05.07.,0.0,로스팅커피가 맛있어요. 들어본적은 없어 기대안하구갔는데 완전 기대이상. 자주들를꺼같아요. ,4,542128
67.0,67.0,67.0,커피산책,1574963073,2016.08.28.,,조용하고 커피도 맛있어요,5,713883
68.0,68.0,68.0,바라나시책골목,484703392,2018.09.07.,0.0,제주 속의 신비한 인도,5,227039
69.0,69.0,69.0,바라나시책골목,484703392,2016.08.31.,,인도가 그리웠는데 인도 느낌이 나서 정말 반가웠어요. 다양한 책들이 너무 많아서 뭘 읽어야 할지ㅎ~~좋은 책들과 함께 반가운 짜이 한잔하며 좋은 시간 포근히 보내고 갑니다. 제주에 아지트가 생긴 기분이 들어요,5,1626327
70.0,70.0,70.0,사닮과,1157034383,2019.11.30.,0.0,"케이크 정말 ㅠㅠㅠ 정말 맛있는 곳이에요!! 
친절하신 사장님 부부와 매일 직접 케이크 구우시는데 너무 맛있습니다 !!",5,1291368
71.0,71.0,71.0,사닮과,1157034383,2019.06.08.,1.0,사닮과가 제주도에 있어 다행이라는 생각을 매번 합니다. 별 다섯 개가 모자라요 ( Ĭ ^ Ĭ ) ,5,782327
72.0,72.0,72.0,사닮과,1157034383,2019.05.09.,0.0,맛있어요...,5,547183
73.0,73.0,73.0,사닮과,1157034383,2019.02.23.,0.0,오랜만에 갔는데 너무 맛있었어요 !,4,168183
74.0,74.0,74.0,오운커피,565082614,2019.08.06.,0.0,"먹어본 아메리카노중 제일 맛있어요
아라동 카페는 오운카페..
-수박쥬스도 강추-",5,967615
75.0,75.0,75.0,오운커피,565082614,2019.08.06.,0.0,자두에이드가 맛있어요^^ 자두를 씹어먹는데 과즙이 팡팡터지는듯한 맛이에요!,5,967601
76.0,76.0,76.0,오운커피,565082614,2019.08.06.,0.0,"수박쥬스가 증말 맛있어요! 
-ㅇㄱㅇ-",5,967600
77.0,77.0,77.0,오운커피,565082614,2019.06.30.,0.0,친절하시고 디저트랑 음료도 너무 맛있어요&hearts;️&hearts;️&hearts;️!! 다음에 또 가고 싶어요 ~~~!!!!!,5,856968
78.0,78.0,78.0,오운커피,565082614,2019.06.30.,0.0,,5,856405
79.0,79.0,79.0,오운커피,565082614,2019.06.30.,0.0,"얼음동동꼬숩라떼랑 수박주스가 너무 맛있네요
음료를 마시고 무엇인가 먹어야할거같은 아쉬움을 마들렌 으로 채우니 너무 좋네요
직원분들도 친절하고 분위기도 좋아요
제점수는 5점입니다",5,855200
80.0,80.0,80.0,오운커피,565082614,2019.06.30.,0.0,"처음 가봤는데 커피 맛도 괜찮고 카페 분위기도 좋았어요.
음료 종류도 여러가지고 빵도 있어서 맛있게 먹고 가네요^^",5,855191
81.0,81.0,81.0,오운커피,565082614,2019.06.30.,0.0,"수박주스가 너무 시원하고 맛있어요
사장님이 친절하고 카페 분위기가 동네 카페와는 다르게 고급스럽네요",5,855178
82.0,82.0,82.0,오운커피,565082614,2019.06.30.,1.0,"가격도 저렴하고 마들렌도 맛있어요
음료마다 크림이 올라가는데 목넘김이 부드럽고 좋아요",5,739377
83.0,83.0,83.0,오운커피,565082614,2019.06.30.,0.0,"알바생이 잘생겼어용
수박 주스랑 초코쿠키가 너무 맛있어요",5,855123
84.0,84.0,84.0,오운커피,565082614,2019.05.30.,0.0,분위기도 너무 좋고 커피도 너무 맛있네요 서비스도 좋았어요 또 가고싶네요 !!,5,705486
85.0,85.0,85.0,오운커피,565082614,2019.05.30.,1.0,커피도 에이드도 맛있네요,5,704220
86.0,86.0,86.0,오운커피,565082614,2019.03.29.,1.0,"음료, 디저트 저렴한데 맛있어요 
인테리어도 깔끔합니다",5,471091
87.0,87.0,87.0,오운커피,565082614,2019.03.25.,,,4,1169893
88.0,88.0,88.0,달아래팥,27417809,2019.09.15.,0.0,많이달디않고 맛있어요~ 여름엔 역시 달아래팥빙수~,5,1080816
89.0,89.0,89.0,달아래팥,27417809,2019.07.15.,0.0,"국산 팥이네요
달짝지근하게 맛있습니다",5,905017
90.0,90.0,90.0,아이올라,890539012,2019.04.29.,0.0,커피맛좋고.다른곳괸다른와플굿!샌드위치와마카롱도맛볼수있어요,5,527048
91.0,91.0,91.0,세컨드하우스,669309474,2019.09.13.,0.0,사장 남편분 잘생기셨어요!,5,1077026
92.0,92.0,92.0,세컨드하우스,669309474,2018.04.05.,1.0, 직접 따신 귤로 만든 청귤에이드라 믿음이 가는곳~~ 가게도 깔끔하고 파는 옷들도 다 넘 이쁘네요~~,5,98041
93.0,93.0,93.0,카페라능,900010274,2019.11.18.,0.0,"뷰도 좋고 인테리어도 이뻤어요
커피도 맛있었어요",5,1258315
94.0,94.0,94.0,카페라능,900010274,2019.03.14.,0.0,사장님이 젊은여자분이시고 훤칠한키에 미모를 겸비하시고 친절까지 하셔서 편하고 맛있게 먹었어요,5,446704
95.0,95.0,95.0,1158족욕카페,1787101427,2019.10.14.,0.0,"여행일정 마지막쯔음으로 넣고 방문! 왠걸 사람이 없어서 바로 했구요~ 사모님이신가요 너무 친절하셔용
근처 맛집도 자세히 알려주시고
엄마도 이런건 처음해봤는데 여행중 피로도풀리고 좋다며
너무 좋어하셨어요^^",5,1158940
96.0,96.0,96.0,리틀비틀키즈카페 모슬포점,183413796,2019.10.21.,0.0,완전 좋아요! 소근육발달 놀이도 많고 규모가 작아보이지만 있을거 다 있어요. 안전하게 잘되어있어서 기본 두시간도 부족하게 잘 놀았어요. 재방문의사 300% 예요! 금액도 싸고 너무 좋아요ㅋㅋ 진짜 최고네요. 제주 여행왔다가 날씨 안 좋아서 왔는데 올때마다 와도 좋을거 같아요,5,490271
97.0,97.0,97.0,리틀비틀키즈카페 모슬포점,183413796,2019.09.29.,0.0,크진 않지만 아기자기하게 잘 해놓았네요. 그런데 주인분의 말투와 다소 불필요한 방송(ei.먹으면서 돌아다니지 마세요. 뛰어다니지 마세요..)등은 이미지를 까먹는 거 같네요. 알바생이 매우 친절해 별 하나 올립니다.,4,1118488
98.0,98.0,98.0,리틀비틀키즈카페 모슬포점,183413796,2018.09.16.,0.0,엄청 작아요 그래도 사람없을땐 한눈에 아이 다보이고 그런건 편해요 ~  사장님이 너무 불친절해요 ~ 알바가 오히려 더친절.. 그래도 가까운데 있으니 갈만은합니다 ,2,235336
99.0,99.0,99.0,쿠키키,437994854,2019.09.21.,0.0,"많이 달지만 맛있었고
가게는 작지만 귀여웠어요 !",3,1013818
100.0,100.0,100.0,쿠키키,437994854,2019.08.30.,0.0,사장님도 가게도 쿠키도 귀여워요 종류도 다양해요 ,5,1044390
101.0,101.0,101.0,쿠키키,437994854,2019.07.27.,0.0,자리가 협소해요. 포장 손님이 많았구요 어느정도 단 건 감안하고 드셔야할 것 같아요. 그래도 쿠키가 정말 다양하고 맛있어요 최고. 사장님이 친절하셔요.,5,873530
102.0,102.0,102.0,쿠키키,437994854,2019.07.08.,0.0,"쿠키도 맛있고, 공간도 예뻐요:)",5,885097
103.0,103.0,103.0,제주봄카페,24122047,2019.06.30.,0.0,직원분들이 너무 친절해요. 직접 동네 같이 돌면서 강아지도 보여주셨어요! 높은 곳에서 내려다보는 뷰가 정말 좋아서 봄가을에 딱이에요. 조식도 맛있고 청소 상태도 좋아요. 미술관이 같이 있는데 미리 얘기하면 아침마다 미술관 투어도 해주세요. 작품도 독특하고 너무 멋졌고 설명도 잘해주셨어요. 가격도 합리적이고 너무 만족스러웠어요.,5,854076
104.0,104.0,104.0,난장이공,25081546,2018.02.27.,0.0,분위기 좋고 음료도 맛있어요~망고스무디 완전 리얼망고 가득입니다,5,76884
105.0,105.0,105.0,점프노리키즈카페 제주아라점,24995428,2017.02.19.,,,3,1086552
106.0,106.0,106.0,파라토도스 오션뷰카페,1453089281,2019.11.27.,0.0,다 좋은데 창문이 더러움... 물때,3,1280980
107.0,107.0,107.0,파라토도스 오션뷰카페,1453089281,2019.11.25.,0.0,"다른건 안먹어봐서 모르겠지만, 아인슈페너는 정말 맛이없음. 커피를 담갔다꺼낸 물에 생크림만 잔뜩넣은 맛.",1,1276708
108.0,108.0,108.0,파라토도스 오션뷰카페,1453089281,2019.10.07.,0.0,경치좋음,5,1139910
109.0,109.0,109.0,파라토도스 오션뷰카페,1453089281,2019.09.20.,0.0,,5,1095182
110.0,110.0,110.0,파라토도스 오션뷰카페,1453089281,2019.09.13.,0.0,간단하게 한 잔 하기 좋은 곳,4,1076121
111.0,111.0,111.0,파라토도스 오션뷰카페,1453089281,2019.09.10.,0.0,뷰가 너무 예쁜 카페♡,5,1070572
112.0,112.0,112.0,파라토도스 오션뷰카페,1453089281,2019.08.04.,0.0,Einspanner yums,5,962211
113.0,113.0,113.0,파라토도스 오션뷰카페,1453089281,2019.06.29.,0.0,"커피 맛이 정말...
드셔보시고 파시는고맞죠 ㅠㅠ",1,852864
114.0,114.0,114.0,파라토도스 오션뷰카페,1453089281,2019.06.29.,0.0,뷰만 괜찮습니다. 커피가격은 비싼데 커피맛은 별로입니다. ,1,852824
115.0,115.0,115.0,파라토도스 오션뷰카페,1453089281,2018.12.14.,0.0,3살 아이와 함께 3층에 식사하러 갔어요.노키즈존은 2층이었고 올라갈때 다시 한번 물어보고 확인후 아이와 가능하다고해서  3층에 갔습니다.참고로 저흰4시에 가서 저희 밖에 손님이 없었구요.자리 가자마자 주문 하려는데 직원이 오더니 아이가 돌아다니거나 소리를 지르진 않냐고 물어봤어요.그렇진 않다고 말씀 드렸는데 여긴 다른 분들이 식사를 하러 오는곳이니 불편할수도 있어서 그런다고했어요.저희 아이가 뭘 한것도 아니고..가자마자..아무도 없었는데..차라리 아이가 떠들지 않게 조심해달라고 했음 알겠습니다 했는데. 말끝을 흐리면서 된다는건지 안된다는건지..은연중에 가라는 뉘앙스여서 매우 불쾌했어요..처음부터 아이 안된다고 했음 아예 안갔어요.이럴바엔 아예 전체 1층3층 노키즈존 했음 굳이 찾아가는 이런 수고는 덜했을텐데요...아이 데리고 갈만한 곳은 아닙니다..,1,326353
116.0,116.0,116.0,파라토도스 오션뷰카페,1453089281,2018.11.08.,0.0,"금릉 해변에 오셨다면 꼭 한번 3층까지 가셔서 둘러보세요!
맜있게 반주와 함께 식사하고 갑니다",5,290137
117.0,117.0,117.0,파라토도스 오션뷰카페,1453089281,2018.10.17.,0.0,뷰가 최고입니다! ,4,267425
118.0,118.0,118.0,파라토도스 오션뷰카페,1453089281,2018.09.30.,0.0,3층 칵테일바 방문했어요. 다른 평들처럼 주류 가격도 호텔급 가격입니다. 밤에는 바다가 1도 안보여서 뷰값이라고 하기도 아깝고ㅠ 분위기도 그냥... ㅠ 그냥 나갈걸 그랬어요ㅠ,2,250601
119.0,119.0,119.0,파라토도스 오션뷰카페,1453089281,2018.09.29.,0.0,"오후3시까지 2층 이용할수 있는데요, 여기는 뷰가 다하는 곳. 커피값 비싸다 놀라지 마시고, 그냥 자리세 낸다 생각하면 됨.",4,249563
120.0,120.0,120.0,파라토도스 오션뷰카페,1453089281,2018.09.28.,0.0,"카페 이용했어요
뷰도 좋고 시설이 깔끔해요
커피 맛도 좋고 수박주스도 최고예요 !!",4,248238
121.0,121.0,121.0,파라토도스 오션뷰카페,1453089281,2018.08.25.,0.0,커피한잔=밥값,3,215035
122.0,122.0,122.0,파라토도스 오션뷰카페,1453089281,2018.11.08.,,뷰는 물론 가격 맛도 아주 만족했습니다,5,1258104
123.0,123.0,123.0,파라토도스 오션뷰카페,1453089281,2018.10.07.,,,4,1215999
124.0,124.0,124.0,파라토도스 오션뷰카페,1453089281,2019.02.07.,,,5,2041155
125.0,125.0,125.0,파라토도스 오션뷰카페,1453089281,2018.11.08.,,이런 환상적인 오션뷰 바에서 다양한 와인 리스트에 놀랐고 또 당연히 가격은 높을거라 생각했는데 생각보다도 훨씬 낮아 깜짝 놀랐습니다. ,5,2001398
126.0,126.0,126.0,파라토도스 오션뷰카페,1453089281,2018.09.06.,,좋아요,3,1976651
127.0,127.0,127.0,파라토도스 오션뷰카페,1453089281,2018.06.04.,,뷰깡패 맞음... 데이트 코스 강추!,5,1933607
128.0,128.0,128.0,까떼커피,646235382,2019.08.10.,0.0,,2,981278
129.0,129.0,129.0,까떼커피,646235382,2018.08.13.,,,2,1241688
130.0,130.0,130.0,까떼커피,646235382,2017.12.26.,,,2,979747
131.0,131.0,131.0,까떼커피,646235382,2017.07.09.,,,3,196535
132.0,132.0,132.0,까떼커피,646235382,2017.05.17.,,,3,1117361
133.0,133.0,133.0,까떼커피,646235382,2017.04.01.,,,3,956372
134.0,134.0,134.0,까떼커피,646235382,2016.06.25.,,우연히 지나가다 보이길래 들려봤는데 2층에서 바라보는 해수욕장이 넘 예뻐요~ 다음에 제주도 들렸을때 다시 한번 가보고 싶네요,5,1581704
135.0,135.0,135.0,까떼커피,646235382,2016.06.23.,,해비치리조트에 머물다가 주변에 시원한곳 찾아들어간 곳이네요. 새건물이라 깨끗하고 넓고 특히 바다가 보여서 좋았어요. 직원분들도 친절하시고^^,4,1580317
136.0,136.0,136.0,까떼커피,646235382,2016.06.23.,,"친구들끼리 처음으로 제주도에 놀러갔는데, 둘러보다가 들어간 카페였어요. 고된 여행으로 지쳤는데 분위기있는 카페를 찾아 힐링하고 왔네요~ 좋은 추억 주셔서 감사합니다!",4,1580276
137.0,137.0,137.0,알라스카인제주,24545861,2019.11.29.,0.0,아이스크림 우유의 고소한맛도 진하고 맛있어요,5,1289036
138.0,138.0,138.0,알라스카인제주,24545861,2019.10.02.,1.0,아이스크림 달지않고 깔끔허니 너무 맛있어요~ 한라봉빙수 완전추천해요. 유기농이라 우유 탈나시는분들도 여기는 괜찮아요~,5,1126611
139.0,139.0,139.0,알라스카인제주,24545861,2019.08.24.,0.0,"빙수가 맛이좋네요
아메리카노는 좀 씁슬함이 강한맛입니다.

이상입니다.",4,1022400
140.0,140.0,140.0,알라스카인제주,24545861,2019.07.06.,0.0,"생우유 맛을 기대했는데 어떤 분 말씀처럼 분유맛이 강해요
그래도 일반 아이스크림보다는 괜찮네요",3,875164
141.0,141.0,141.0,알라스카인제주,24545861,2019.07.05.,1.0,제주가면 항상 들리는 집. 한라봉 아이스크림도 맛있고 녹차도 맛있어요!,5,871801
142.0,142.0,142.0,알라스카인제주,24545861,2019.04.21.,0.0,친절하고 진한 우유맛!,5,511984
143.0,143.0,143.0,알라스카인제주,24545861,2018.03.11.,1.0,아이스크림 맛있음/음료들도 괜찮음,4,84920
