Unnamed: 0,cafe_id,cafe,user_id,message,point,likeCnt,date
28,1706278496,원더샌드위치카페,15464,샌드위치는 크고 맛있지만. 인사해도 무시하시고  기분이 많이 안 좋아 보이세요....,3,0.0,2017.10.14.
29,26591021,달달카페,1774069,산만한 제주에서 정말 제주스러운 고즈넉한 분위기의 카페. ,5,,2017.05.19.
30,21524936,숑,1264618,"사장님이 갬성을 아시네요
커피값도 저렴하고!
재방문 하겠습니다!",5,0.0,2019.11.21.
31,21524936,숑,1121628,조용하고 분위기 있고 사장님도 친절하시고 와플도 맛있고 ... 존맛탱구리,5,0.0,2019.09.30.
32,21524936,숑,80354,"조용하고 분위기 좋아요. 커피,와플 맛있게 먹었어요. 가격도 괜찮아요. 주차도 근처에 가능합니다. 다만 가게가 좁다보니 주말엔 피해가심이..",5,1.0,2019.09.30.
33,21524936,숑,1096944,"커다란 프레임같은 창앞에 놓은 긴 테이블에서 태풍이 오기 전의 바람 많은 바다를 바라보는.것만으로도 충분히 좋은 곳
음악도 좋고 커피맛도 좋고 주인장도 친절하시고 집 앛에 있다면 매일 가서 넋놓고 있고 싶은 곳",5,0.0,2019.09.21.
34,21524936,숑,1085022,정말 왠만해서 리뷰 안다는데 너무 좋아서 올림,5,0.0,2019.09.16.
35,21524936,숑,959521,고급스럽게 달달한 초코라떼. 부드러운 아메리카노. 굽는 순간부터 식욕이 도는 와플 ㅠㅠ 그냥 대짜 먹을 걸 그랬습니다.,5,0.0,2019.08.03.
36,21524936,숑,574392,자주는 아니지만 항상 초코초코초콜렛 마시러 가던곳. 진한 벨지안 초콜릿이 고농축된 초코분수를 그대로 떠서 마시는 느낌 일상이 지칠때 초코초코초콜렛 한잔 마시며 조용한 바다 보고있으면 내기분 마치 낙원~ㅋㅋ 이번에 새로 놓은 쇼파 너무너무 편안하고 좋아요(자리 추천 감사^^) 육지로 이사가기 전 꼭 한번 더 오고싶어서 들러가요. 아담하고 예쁜 공간에 음악도 좋고 카페숑 앞으로도 오래오래 쭈욱- 흥했으면. 이젠 여행 올 때마다 들러야 할 곳.,5,0.0,2019.05.23.
37,21524936,숑,423601,"사장님도 친절하시고 자리도 편안해요
노래도 맘에들고 ㅎ 또가고싶어요!",5,0.0,2019.03.01.
38,21524936,숑,407431,"뷰최고
노래완전내스탈
멍때리기최고
♡",5,1.0,2019.02.18.
39,21524936,숑,342361,"사장님 와아아안전 친절해요
임신한거 딱아시고 알맞은 차 추천해 주시고
무엇보다 와플촤고에요
오ㅏ풀최고",5,0.0,2018.12.28.
40,21524936,숑,299810,핫초코 짱 맛있어요,5,0.0,2018.11.17.
41,21524936,숑,590050,"내 제주도 최애 카페
뷰도 좋고 맛도 좋고 조용하고 아늑하고",5,0.0,2018.10.29.
42,21524936,숑,163921,밑에 리뷰는 어디 옆가게 주인인듯 싶네요 ㅋㅋㅋㅋㅋ 숑카페 사장님 아저씨라고 불릴만한 나이도 아니고 말투도 나긋나긋하니 친절하시더만 ㅋㅋㅋ,5,0.0,2018.07.03.
43,21524936,숑,161698,주인이 최악..남자주인 아저씨 진짜 불친절하네여,2,0.0,2018.06.30.
44,21524936,숑,628161,,3,0.0,2017.03.08.
45,21524936,숑,181320,"커피맛 최고 
분위기 최고 
내가 좋아하는 공천포 ",4,,2019.01.15.
46,21524936,숑,1147221,,4,,2018.05.25.
47,21524936,숑,1100526,조용하고 좋아요. 동네산책 꼭 해보세요. ,4,,2017.03.07.
48,21524936,숑,24998,마냥 좋은 카페,4,,2016.09.08.
49,21524936,숑,584520,,1,,2016.07.30.
50,21524936,숑,917731,,5,,2016.06.23.
51,21524936,숑,698399,경치좋은 카페,3,,2016.05.15.
52,21524936,숑,27669,★★★   해변뷰 좋음. 커피 가격 쌈,3,,2016.03.30.
53,21524936,숑,763264,그냥저냥 저렴한 가격에 한가로운 바다를 조망할 수 있는 곳.,2,,2016.03.26.
54,21524936,숑,178860,"조용하게 바다보며 힐링하기 좋은 곳.
사장님도 조용하심.
커피도 맛나고 와플도 굿!
여긴 단체가 가서 떠들지 말았으면.
",5,,2016.03.17.
55,21524936,숑,6181,traveline 추천,0,,2015.08.20.
56,21524936,숑,571829,상냥한 주인장님~~^_^조아요 조용하니....,0,,2015.04.26.
57,21524936,숑,50538,바다가 보이는 뷰가 예술:),0,,2013.10.01.
58,21524936,숑,341649,"도라지차는완전꼬소하구
주인님도친절하고
무엇보다바다가한눈에들여다보이는뷰에
걸맞는좋은노래들이흘러나오는집♥",0,,2013.09.07.
59,21524936,숑,570473,옆집 요네주방 갔다가 우연히 들린 최고의 커피집,0,,2013.08.24.
60,21524936,숑,151100,휴가지만 나른한 오후. 카페에서 책도 보고 여유를.  근데 존 정신없어야 잼나는 건가?  느긋한 여유로는 좋은 장소네,0,,2013.08.04.
61,27491844,이웃집마나까페,534293,아주 편히 쉬다 왔어요 아늑한게 최고 장점이구 음식도 겁나 맛있는건 안비밀,5,0.0,2019.05.03.
62,27491844,이웃집마나까페,512987,제주도 만화까페 중에 시설은 최고에요 인테리어를 잘해놓으셔서 마음에 들었어요,5,0.0,2019.04.22.
63,27491844,이웃집마나까페,108124,"사진은 못올리지만, 만화책에 소설 라이트노벨ㄹㅍ 웹툰류까지있고 점원이 책을 찾아주시는 서비스 처음이용이라고 말하니까 자세히 시스템정산 설명에 마음이 들었습니다. 일요일인데 주말에 즐거운시간을 보냈습니다.",5,0.0,2018.04.22.
64,8359940,새벽이슬,129689,가볍게 술도 한잔 할 수 있네요 ㅎㅎ 분위기가 편해요,4,,2010.03.31.
65,8359940,새벽이슬,122550,돈가스 맛이 좋은것 같아요~~분위기도 좋구요~~,4,,2010.03.24.
66,27237634,쓰담뜨담,1151982,뷰가 제주 최고임,5,1.0,2019.10.11.
67,27237634,쓰담뜨담,1043413,대평리 최애 카페,4,0.0,2019.08.30.
68,27237634,쓰담뜨담,489694,아기자기 볼거리가 많아요&hearts;,5,1.0,2019.04.09.
69,27237634,쓰담뜨담,744064,경치가 애월의 봄날카페보다 좋네요! 커피도 무난하고,3,0.0,2018.08.10.
70,27237634,쓰담뜨담,113595,한적한 위치가 참 평화로운 카페에요. 음료는 쏘쏘,3,0.0,2018.04.30.
71,27237634,쓰담뜨담,979740,,3,,2017.11.07.
72,447419247,오늘종달,1084868,,5,0.0,2019.09.16.
73,1903840341,요거프레소 제주성산점,1127164,"살다보면 수많은 인연이 있다

대부분은 스치듯 지나가지만 잠시나마 공감을 하는사람은 늘 기억에 남아 있다

제주도 아직 한번도 가본적이 없다

하지만 해외는 23개국정도 가보았다

언젠가의 진도에서의 민박손님 인연으로

오늘 태풍 미탁이 아마도 지금쯤 제주도에 영향을
주는듯한데 근접한 진도에는 비가 내리고..

반가운 전화한통을 받는다

직장생활 관두고 사업을 시작해서 많은분들이 찾으시는듯 하고 자연을 벗삼아 사업도 번창하는듯하다

언젠가 제주도 가는길 있으면 꼭 들려 보고싶은

마음이 늘 자연스러운 제주도 요거프레소 성산점

사장님 과 사모님 이다

사진은 김대진 사장님 페이스북에서 몰래 가져온것 입니다",5,0.0,2019.10.02.
74,1903840341,요거프레소 제주성산점,1123045,여행 시작전 아아 장전하러 매일 갔어요 사장님 두분이 친절하십니다,5,0.0,2019.09.30.
75,1903840341,요거프레소 제주성산점,1074814,"핫도그 맛 있어요~ 특히 칠리 핫도그 짱~~ 꼭 추천
초콜릿 스무디도 맛 있어요
꼭 먹으로 오세요",5,0.0,2019.09.12.
76,1903840341,요거프레소 제주성산점,1902003,으음~^^  첨으로 친정식구들과 여행와서 제주향기 느끼며 가던중 시원한게 생각날쯤 심플 눈에 확~ 들어오는 요거프레소!! 주차걱정없고 오픈한곳이라 깨끗깨끗 ㅎㅎ아이들과 함께 먹을거라  딸기생크림오믈렛/체리블라썸 아이스크림을 주문했는데 입안에서 사르르~ 느무맛났어여~친절하신 사장님 덕분에 좋은여행정보는 덤이였네요^^ 숙소가는길 한번더 들릴까봐여ㅋ,5,,2018.03.22.
77,1903840341,요거프레소 제주성산점,1901662,처음으로 제주가족 여행왔어요  봄날 들린성산  길가에 오픈했다는 요거프레에들렸어요  카페 전망도 좋고 메리트리와 아이스아메리카노  맛도좋았어요  사장님도 친절하시고    맛있게 잘마시고 놀다갑니다^^,5,,2018.03.21.
78,1903840341,요거프레소 제주성산점,1901582,성산일출봉  가던길에  깔끔하고 예뻐서 들린까페^^ 성산일출봉에 커피숍이 많긴하지만   넘 복잡해서ㅠㅠ 제주까지 와서  요거프레소를 올진 몰랐지만~~ 한적한 제주의 분위기를잘 느끼고 온 까페네요^^ 생크림카스테라 딸기에 올라간 크림이랑 딸기도 너무 맛있었고~~  특히 제가 좋아하는 딸기쥬스도 생과일 그대로 갈아주어 신선하고(?)  맛나게 잘 먹었네요^^,5,,2018.03.21.
79,1903840341,요거프레소 제주성산점,1901121,첫 여행에 첫 요거프레소! 메리 딸기 메리메론 둘다 맛있었어요!,5,,2018.03.20.
80,1903840341,요거프레소 제주성산점,1900508,메리 딸기 하나에 노력이 느껴지고 최대한 잘해주시려는 모습이 보기 좋습니다. 물론 맛도 있구요. ㅎㅎ,5,,2018.03.20.
81,27517565,에프터글로우,1150496,,4,0.0,2019.10.11.
82,27517565,에프터글로우,529962,모카멜란지,4,0.0,2019.05.01.
83,27517565,에프터글로우,352077,최고의 카페 모카멜란지 티라미수 계속 생각남 분위기도 너무 좋음 ,5,0.0,2019.01.04.
84,27517565,에프터글로우,779107,,3,0.0,2018.06.13.
85,27517565,에프터글로우,38993,분위기 좋아요,4,0.0,2017.12.14.
86,27517565,에프터글로우,29580,"오렌지 에이드
티라미슈
쿠키
바닐라라떼

조용해서 좋았는데 소문나서 이제 사람이 많아짐
그래도 여전히 조음 ㅠㅠ",5,0.0,2017.11.22.
87,27517565,에프터글로우,1242883,늘 한결같이 맛있고 분위기 좋은 곳,5,,2018.06.28.
88,27517565,에프터글로우,1237249,,4,,2018.05.18.
89,27517565,에프터글로우,857537,,4,,2016.10.17.
90,27517565,에프터글로우,251604,,4,,2016.08.10.
91,27517565,에프터글로우,1707600,앉아서 일하기 좋은 환경. 노트북 들고 종종 갑니다.,5,,2017.01.19.
92,1546033095,카페360,1155388,타로좋아요,5,0.0,2019.10.13.
93,1546033095,카페360,837357,타로상담 받으러 가끔가요! 마카롱 치즈맛 짱맛,5,0.0,2019.06.24.
94,481425144,골목카페옥수,1164458,"너무 좋았어요~ 
저는 원래 주문부터 하고 사진찍는 편이라 
밑에 평처럼 그런 기분나쁜? 일은 없었고요 
제주에서 갔던 카페들중 분위기가 젤 맘에들었어요 
평일에 가서 한적해서 그랬던거같아요! 
강아지도 너무 귀엽구요 ㅎㅎ",5,0.0,2019.10.16.
95,481425144,골목카페옥수,1089818,밑에 분이 써놓은 것처럼 똑같이 당했네요. 기분좋게 들어가서 사진 찍고 있는데 들어간지 30초만에 주인 남자분이 나오시더니 들어와서 주문부터 하라고 하네요..당황스러웠지만 사진 찍고 들어가서 금방 주문할게요 웃으면서 이야기했는데도 똑같은 얘길 서너번씩 반복. 왜 주문부터 해야하냐니까 미리 안하면 주문이 밀린다는 둥 말같지도 않은 말을 하기에 너무 기분이 상해서 그냥 나왔어요. 절대 절대 가지마세요. 하루종일 좋았던 기분만 망치는 곳이에요. ,1,1.0,2019.09.18.
96,481425144,골목카페옥수,1057266,"제주시골집을 편안하고 예쁘게 꾸며놓은 곳, 에이드를 먹었는데 굉장히 향이 좋았고 꽃의 달콤함이 느껴지는 맛이었음
또다른 직원인 모모가 달려와 맞아줍니다. 터그놀이 한참 하다갔음. 주인분들 굉장히 친절합니다. ",5,0.0,2019.09.05.
97,481425144,골목카페옥수,991307,,1,1.0,2019.08.14.
98,481425144,골목카페옥수,872805,벌레 많고 디저트 별로임 가게는 예쁨 강아지도 귀여움,2,0.0,2019.07.05.
99,481425144,골목카페옥수,844153,차 있어야만 갈수있는곳  ㅠㅠㅠ 그리구 평일 오픈시간에 맞춰가면 짱좋아용 ,5,0.0,2019.06.26.
100,481425144,골목카페옥수,495191,인테리어가 너무 이뻐요. 벚꽃라떼도 맛있어요.,5,0.0,2019.04.12.
101,481425144,골목카페옥수,468038,평일에 제주에 살고 있는 가족이 가보고 싶어했던 곳이어서 굳이 찾아 갔는데 입구 들어가며부터 둘러보자마자 시작한 주문타령. 여기서 먹자고 결정하고 형부가 차 다시 세우러 나가면서 언니랑 한장 찍어주고 동시에 주문하려고 들어가는중에 다시 하는 말 주문하시고 사진찍으라고 ;;;  이 모든게 5분 남짓 사이 주문하라느말을 세번 들었네요. 그거 두장도 아닌 한장에 표정을 그렇게 구기고 주문먼저 하고 찍으라고 말할건 뭔지? 제주에 이쁜 카페 널렸어요. 그러지 마세요. ,1,5.0,2019.03.27.
102,481425144,골목카페옥수,435296,카페전체가 포토존 소품 다 너무 귀엽고 레몬케이크 맛있었어요 ,4,0.0,2019.03.07.
103,928680139,종종캐주얼다이닝앤카페,545358,맛납니다 리얼.,4,0.0,2019.05.08.
104,928680139,종종캐주얼다이닝앤카페,477358,예쉡!,5,0.0,2019.04.01.
105,928680139,종종캐주얼다이닝앤카페,6195,음식맛이 항상 변함없이 맛있어요. 그리고 끊임없이 연구하는 쉡의 노력이 음식에서 느껴지네요~ 신메뉴도 곧잘 나오고요~^^ㅎㅎ ,5,0.0,2017.09.18.
106,928680139,종종캐주얼다이닝앤카페,762540,분위기도 좋고~ 음식맛도 괜찮네요 ^^ 주택가라 시끄럽지않고 가게 크기가 아담해서 넘 맘에들어용ㅎ_ㅎ,4,,2016.03.30.
107,928680139,종종캐주얼다이닝앤카페,829047,이젠 자리를 잡은 것 같은 종종. 피쉬앤칩스가 내 으뜸이!,4,,2016.03.22.
108,928680139,종종캐주얼다이닝앤카페,794220,"맛도 가격도 친절도도 최고👍🏻 
쉬림프오일파스타 & 리코타치즈샐러드 먹었는데
맥주를 부르는 맛이라서 가볍게 한잔ㅋㅋㅋㅋㅋ좋아요 !! 테이블 수 가 작아서 전화해보시구 브레이크 타임도 있어염 ㅋㅋㅋ",5,,2016.03.16.
109,928680139,종종캐주얼다이닝앤카페,670404,피쉬앤칩스 제대로 나와요!,4,,2016.02.05.
110,928680139,종종캐주얼다이닝앤카페,1749762,맛집이래서 갔지만 매우평범 ㅜ ㅜ 감바스는 너무 짯어요 ,3,,2017.04.06.
111,928680139,종종캐주얼다이닝앤카페,1298827,굳...꽤 괜찮..,4,,2015.03.16.
112,928680139,종종캐주얼다이닝앤카페,1298538,"여기 한남동 핫플레이스가 제주로 온거같아욬ㅋㅋㅋ 유명호텔주방장 출신의 쉐프의 요리를 맛볼수있네요~~!! 단, 토속음식이아니라는 점.. 공항과 가까우니 출국전에 쫌 일찍 나서서 여기서 점심드시고 출발하면 듯.",5,,2015.03.16.
113,131787039,놀멍쉬멍고르멍,1820658,사장님 사모님도 너무 친절하시구~  품을 안떠나던 아가가 잔디에서 너무 잘 노네요 ^^ 적극 추천합니다 ㅋ,5,,2017.09.07.
114,18406830,뷰크레스트,603143,.,5,1.0,2019.05.27.
115,18406830,뷰크레스트,463311,"좋은 풍경, 멋진 건물 그러나 서비스는 정말 별로. 
호객도 심하고 메뉴를 시킨다고해서 -
예쁘게 꾸며놓은 공간을 구경도 못하게 함.
",1,0.0,2019.03.24.
116,18406830,뷰크레스트,829564,"위치가 너무 좋고, 건물도 이쁜데 주문을 강요하는 듯 해서... 물론 이해가는 부분이지만",2,0.0,2019.02.23.
117,18406830,뷰크레스트,410910,"Drinks were a couple thousand more expensive then other cafes but the view you get from sitting here makes it all worth it. 

I just got some ice americano and it was alright - nothing special. Don&rsquo;t know about other drinks. 

Nice clean bathroom and the staffs were friendly. 

Good spot to sit and relax a little while doing your olle trail.

Recommend sitting outside if not too windy!",5,0.0,2019.02.21.
118,18406830,뷰크레스트,379482,"카페가 이쁘네요.
아메리카노가 6천원 정도 하는 가격이지만,
카페 분위기가 너무 좋나서 올레길을 걷다가 정말 기분 좋게 쉬었습니다.
경치도 좋고, 다음에 한번 와서 차한잔 하고싶은 곳이네요.",5,1.0,2019.01.27.
119,18406830,뷰크레스트,261448,"하루종일 있고싶은곳
날씨 좋은날 가면 제주도의 찬란함을 느낄거예요~♡",5,0.0,2018.10.11.
120,18406830,뷰크레스트,692909,"갤러리가 화장실 크기보다 작은 곳. 갤러리에 작품볼 생각에 간다면 엄청실망.
커페는 올레길 옆이라 비싸고 1인 1주문을 기본으로 함.
건물의 대부분은 다른 용도라 접근 불가.
별하나는 풍경이 좋아서. 단 그 풍경은 7번 올레길로도 즐길 수 있음.",1,0.0,2018.01.06.
121,18406830,뷰크레스트,63649,,3,,2019.01.20.
122,18406830,뷰크레스트,814221,"올레걷다 쉴곳을 찾아들어간 ..
조용하니 괜찮네요",3,,2016.04.17.
123,18406830,뷰크레스트,238606,겔러리에서 번춘방 선생님의 길에서 지혜를묻다,0,,2013.10.31.
124,18406830,뷰크레스트,403277,,0,,2013.10.14.
125,18406830,뷰크레스트,246127,올레길7코스..쉬고싶은 생각에 마침 나타난 갤러리와 음악과 커피,0,,2013.05.21.
126,18406830,뷰크레스트,73726,올레길 7코스에 멋진 카페~갤러리는 무료 입장~,0,,2013.05.20.
127,18406830,뷰크레스트,1600886,"한적한 분위기, 멋지 오션뷰, 우연히 본 돌고래들... 너무 좋았습니다!",5,,2016.07.25.
128,18406830,뷰크레스트,1600241,몇 년째 가지만 전망과 분위기 최고입니다.,5,,2016.07.24.
129,17086100,카페세바,1263410,분위기 정말 좋네요~ 가격 부담에 별하나 빼고요~^^,4,0.0,2019.11.20.
130,17086100,카페세바,1169624,진짜 이쁘고 멋진카페 보리빵 맛있고 아메리카노 아이스티 맛있숨,5,0.0,2019.10.18.
131,17086100,카페세바,1102840,"사진촬영금지시키면 좋겠음...
분위기 좋은데 인스타쟁이들때문에 카페느낌 다 죽음...
음료는 맛있음...",3,0.0,2019.09.23.
132,17086100,카페세바,1059816,,5,0.0,2019.09.06.
133,17086100,카페세바,857731,"비가 많이 내리는 날, 날씨가 더 운치 있게 느껴졌던 곳. 보리빵도 카페라떼도 정말 맛있었다. 그리고 주인분들이 친절해서 더 기분좋았던 곳!!! 위로의 보리빵.... 감사합니다ㅠㅠ",5,0.0,2019.06.30.
134,17086100,카페세바,616342,너무 평온하고 좋았어서 나만 알고싶은 장소에요,5,0.0,2019.05.28.
135,17086100,카페세바,19094,동화속에 들어간 느낌~,5,0.0,2019.05.19.
136,17086100,카페세바,534983,분위기 아늑,4,0.0,2019.05.03.
137,17086100,카페세바,457507,"OPEN 10:30
CLOSE 17:30
오픈시간에 맞추어 들어오니
장작난로에서 피어나는 장작내음이 일행을 맞이해준다
세미클라식과 재즈피아노곡이 카페의 분위기를 한층 돋보이게 한다
일행은 카페라떼,아머리카노,핫초코와 제주보리빵을
주문하였다
중배전으로 로스팅한듯
커피맛이 부드러웠다
맛은 사진으로 느껴보시길~
가격은 약간 높은듯 하나
카페 내외분의 진정성 있는 접대에 가격을 논할수는 없는것 같았다
강추합니다",5,0.0,2019.03.21.
138,17086100,카페세바,413954,커피가 진짜 맛있어요 주차 후 걸어들어가면서 동네 느끼기에좋아요 근데저는 나무난로 냄새를 개인적으로 좋아하지않아서 공기가 탁하다느꼈어요 보리빵이 담백한것같고 인테리어 예뻐요 소문만큼 꼭가야한다는정도는아니지만 그래도 괜찮은편이에요 ,4,0.0,2019.02.23.
139,17086100,카페세바,397951,커피도 맛있고 한라봉 음료도 맛있고 무엇보다 카페 자체가 제주예요!! 인테리어며 건물이며 걍 제주. 감각있는 창가자리도 너무 멋져요 ㅠㅠ 제주도에 왔으면 제주도같은 카페를 원한다면 카페세바를 가보시기를 추천합니다. 노래도 센스있게 틀어주시는데 분위기랑 오묘하게 맞아떨어지는 라틴쪽?재즈? 독특했어요. 겨울세바도 멋졌지만 여름세바 다시 꼭 와볼생각*_*!!! 5점!!!,5,1.0,2019.02.11.
140,17086100,카페세바,195416,정말 친절하세요,3,0.0,2018.08.08.
141,17086100,카페세바,109468,"사장님 정말 친절해요 ㅜㅡㅜ
핫초코에서 카푸지노러 변경했는데 
친절하셧어요..,, 바쁘신데 ㅎ
정말예쁘고요,,
커피는 내가 커피맛을몰라서,, 시나몬향이 강햇다",4,0.0,2018.04.24.
142,17086100,카페세바,711982,Coffee,3,0.0,2017.12.25.
143,17086100,카페세바,582547,한적한 마을 중간에 자리잡은 아기자기한 까페. 인테리어도 좋고 분위기도 좋은데 주인이 바뀐 이후로 현금 혹은 계좌이체만 받음. ,3,0.0,2016.07.04.
144,17086100,카페세바,1263525,동쪽 돌다가 인스타 보고 간건대 아늑하고 좋아요. 친절하시고. 커피는 기계 안쓰고 직접 내리시는 것 같아요,4,,2019.01.31.
145,17086100,카페세바,374759,,4,,2018.04.13.
146,17086100,카페세바,1214780,,4,,2018.01.27.
147,17086100,카페세바,814875,가게는 참 예쁜데 편하게 쉬면서 커피마실 곳은 아님. 커피는 나쁘지 않았던거 같음,3,,2017.11.23.
148,17086100,카페세바,1173838,,3,,2017.11.13.
149,17086100,카페세바,45955,이쁨. 골목 안쪽에 주차할 수 없다. 잘못들어갔다가 좁은 길을 한참 뱅글뱅글 돌아야했다. 조용하고 예쁜 곳. 정성들여 가꾼 태가 난다. ,3,,2016.11.26.
150,17086100,카페세바,52762,요즘 제주도 카페의 표본같은 느낌,3,,2016.03.27.
151,17086100,카페세바,695446,재즈카페,0,,2015.06.25.
152,17086100,카페세바,684336,카페세바,0,,2014.08.03.
153,17086100,카페세바,154398,음악이있는 카페,0,,2013.11.09.
154,17086100,카페세바,22408,제주 선흘문화예술공간 카페 세바- 탄자니아 피베리랑 귤차를 먹었다 :),0,,2013.03.20.
155,27128687,바람이분다당신이좋다,1598270,막태 안주는 먹을만 했지만 그 외 안주들은 가격에 비해 매우 부실하고 심지어 소금이 잔뜩 들어간 차돌박이 숙주볶음 지금껏 먹은 안주들 중 최악!! 외부 익스테리어만 좋아보임,1,,2016.07.21.
156,27128687,바람이분다당신이좋다,1466350,"제주스럽고,유별나지않고 음식도 사람도 편안한가게삼충에서 바라보는 제주바다와 용두암야경 한폭의 그림이네요춥지만 않으면 이층 베란다에 앉아서 맥주한잔 마셔도 최고일듯",5,,2015.12.29.
157,1115019463,델문도 로스터스,1265105,제주 도착해서 여행 일정 협의하려고 우연히 들른 카페인데. 엄청 크고 2층 회의실도 이용 가능하고 좋았어요. 커피점이라 커피도 맛있고요. 1층에 계속 큰 기계로 로스팅 하는 모습도 인상적이었습니다.,5,1.0,2019.11.21.
