,Unnamed: 0,Unnamed: 0.1,cafe_id,cafe,user_id,message,point,likeCnt,date
30,30,30,26423460,카페아꼬떼,615293,"너무 달지 않은 허니브레드가 아주 맛있었던 곳
직접 담근 레몬차도 굿~
팥빙수도 굿~",5,,2016.06.15.
31,31,31,1569358885,오스모시스,1246160,"재즈느낌의 음악과
커페가 잘어울리고
고메버터스콘이 진짜 고소하고 바삭해요ㅠ
유명하다는 스콘은 다 먹어봤는데 인생스콘..
사장님도 짱 친절하세요ㅎㅎ
연속으로 두번간곳!",5,0.0,2019.11.14.
32,32,32,1569358885,오스모시스,858508,요샛말로 &lsquo;힙&rsquo;한 요소를 모두 갖추고 있는 곳. 한잔한잔 정성들여 내리시는 모습이 좋았다. ,4,0.0,2019.06.30.
33,33,33,1569358885,오스모시스,852994,인테리어도 좋고 바다도 보이는 공간이예요~ 사장님 취향이 느껴짐 ㅎ  ,5,0.0,2019.06.29.
34,34,34,1569358885,오스모시스,847138,"일단 커피가 맛나고 사장님의 섬세함이 묻어나는 카페
마음에 듬",4,0.0,2019.06.27.
35,35,35,1569358885,오스모시스,471325,,5,1.0,2019.03.29.
36,36,36,1569358885,오스모시스,348804,"너무 이쁘고 조용한 카페였어요 음악도 좋았고 커피가 맛있어서 제일 좋았어요, 일회용 컵에 안주셔서 더욱 맘에 들었어요 :) 다음에 오면 핫해져서 줄서야 할 듯요..",5,0.0,2019.01.02.
37,37,37,14794664,하늘정원,18575,카페 아닌거 같은데요??? 걍 꽃집 같음... 헛걸음ㅜㅜ,1,0.0,2017.10.24.
38,38,38,14794664,하늘정원,1075652,감사합니다. 더 좋은 하늘정원 플라워카페가 되겠습니다^^ 많이 놀러와주세요~,5,,2014.05.15.
39,39,39,14794664,하늘정원,310963,"이쁜 사장님, 맛있는 커피, 아름다운 꽃... 서귀포에 가면 들러서 좋을듯한 딱 굿인 장소네요..",5,,2011.11.13.
40,40,40,14794664,하늘정원,306458,스마트폰보고 찾아갔는데 드라이브 하다 가기 딱.,5,,2011.11.04.
41,41,41,14794664,하늘정원,305880,"아~~ 여기 사장님 완전 친절하시던데~~ ㅋㅋ
굿! 커피 싸고 맛있었어요 ㅋㅋ 분위기 조용하고좋아요 ㅋ
",5,,2011.11.03.
42,42,42,2146177384,이디야커피 제주성읍점,1197799,,5,0.0,2019.10.27.
43,43,43,2146177384,이디야커피 제주성읍점,642379,,2,,2018.08.02.
44,44,44,423785095,런던아이,1980783,런던아이는 유럽 특히 영국의 정통 엠티가구가 진열된 크레식한 추억의 카페에서 향긋한 커피와 특제 홍차로 음악을 들으며 여행지의 한낮을 즐기기에 딱 맞은  정겨운 카페였다.  ,5,,2018.09.17.
45,45,45,77169837,카페8길,526126,"마라도 가파도가 보이는 전망좋은 카페. 올레길8코스 옆이라 쉬어가기 좋은 곳이기도 하지만 페일에일 생맥주도 있어서 바깥 의자에  편히 누워(?) 바다 보며 낮술하기도 좋다.   화요일 휴무.
오후 7시까지 영업한다. 두달 살이 하면서 여섯 번 정도 갔던 곳이다.  표선으로 숙소 옮기고도 세 번을 갔던 제주도 최애 카페.",5,0.0,2019.06.20.
46,46,46,77169837,카페8길,573753,,5,0.0,2019.05.23.
47,47,47,243570162,미닝풀모먼츠,1150531,아담하고 사람도 많지 않고 분위기도 좋아요! 벽돌 느낌의 따뜻한 카페! 디저트도 맛있고요ㅎㅎ,5,0.0,2019.10.11.
48,48,48,243570162,미닝풀모먼츠,1145413,쑥케이크 맛있아요,5,0.0,2019.10.09.
49,49,49,243570162,미닝풀모먼츠,1072780,"사장님도 친절하시고 가게 분위기도 이뻐요~!
매일 손수 만든 디저트 판매하는데 신선하고 정말 맛있어욯ㅎㅎ 단골됬습니당",5,0.0,2019.09.11.
50,50,50,221879692,망고홀릭 애월해안도로점,827213,직원들도 별로 불친절 하고 맛도 그렇게 맛있진 않네요 그리고 스페셜 과일은 다 냉동 이라네요 가기 꺼림직 스러울 수 도 있을 것 같아요 그리고 여기서 파는 코코넛 과자 비슷한 게 있어요 그거 4개사면 2개 더 준다고 해서 샀는데 인터넷 가격에 3배 더군요 이득 보고 싶으면 과자종류는 인터넷 에서 사는 걸 추천합니당♡,2,0.0,2019.06.22.
51,51,51,221879692,망고홀릭 애월해안도로점,426722,"생 망고 한접시 최고 에요
",5,0.0,2019.03.02.
52,52,52,221879692,망고홀릭 애월해안도로점,320112,오랜만에 먹었는데 고인물이라 그런지 이젠 돈주고 못먹겠네요. ,1,1.0,2018.12.08.
53,53,53,221879692,망고홀릭 애월해안도로점,815469,,4,0.0,2017.04.16.
54,54,54,221879692,망고홀릭 애월해안도로점,891167,"애월해안이 바로 앞입니다. 
경치가 좋아요. 
신선로 망고 코코넛 눈꽃 빙수
2인용에 1.5만원
맛있어요.. 3~4명이 나눠 먹어도 괜찮습니다. 필요한 부재료 들은 기호에 따라 추가로 넣어서 먹으면 됩니다.
사장님께서 매일 국산팥도 직접 끓이시고, 떡도 따로 맞춰서 쓰신대요. ㅋ",5,0.0,2016.08.04.
55,55,55,221879692,망고홀릭 애월해안도로점,1204497,날씨도 굿. 풍경도 굿. 맛도 굿.,4,,2018.03.03.
56,56,56,221879692,망고홀릭 애월해안도로점,1168720,바다 앞...전망 굳..,5,,2017.11.13.
57,57,57,221879692,망고홀릭 애월해안도로점,884472,,4,,2017.04.09.
58,58,58,221879692,망고홀릭 애월해안도로점,646341,"풍경도 좋고 신선로눈꽃빙수도 완전 맛남
아이들이 뛰어놀 수 있는 공간까지!!",5,,2016.10.20.
59,59,59,221879692,망고홀릭 애월해안도로점,411542,가격 대비 맛은 그닥 없는듯합니다.,2,,2016.10.10.
60,60,60,221879692,망고홀릭 애월해안도로점,832168,,3,,2016.09.28.
61,61,61,221879692,망고홀릭 애월해안도로점,887261,,2,,2016.08.15.
62,62,62,221879692,망고홀릭 애월해안도로점,1966518,별 하나도 아까움. 기분좋게 여행 갔다가 불친절해서 하루종일 기분나쁨. 망고빙수도 너무 양이 적고 비쌈. 사장님 알바생 월급좀 많이 주세요. 사람이 얼마나 많으면 그렇게 불친절하게 합니까ㅠ,1,,2018.08.13.
63,63,63,221879692,망고홀릭 애월해안도로점,1585279,별로. 불친절함 든것도 없고,1,,2016.06.30.
64,64,64,1863718416,카페유블레스,755566,"12,000원 치킨윙과 감자튀김",1,0.0,2019.01.25.
65,65,65,1041387920,사랑이머무는카페,379786,"뷰 최고, 음료도 맛나요.
산뜻 따뜻한 실내... 편하고 즐거운 시간",5,0.0,2019.01.27.
66,66,66,1249506544,온도커피,542128,로스팅커피가 맛있어요. 들어본적은 없어 기대안하구갔는데 완전 기대이상. 자주들를꺼같아요. ,4,0.0,2019.05.07.
67,67,67,1574963073,커피산책,713883,조용하고 커피도 맛있어요,5,,2016.08.28.
68,68,68,484703392,바라나시책골목,227039,제주 속의 신비한 인도,5,0.0,2018.09.07.
69,69,69,484703392,바라나시책골목,1626327,인도가 그리웠는데 인도 느낌이 나서 정말 반가웠어요. 다양한 책들이 너무 많아서 뭘 읽어야 할지ㅎ~~좋은 책들과 함께 반가운 짜이 한잔하며 좋은 시간 포근히 보내고 갑니다. 제주에 아지트가 생긴 기분이 들어요,5,,2016.08.31.
70,70,70,1157034383,사닮과,1291368,"케이크 정말 ㅠㅠㅠ 정말 맛있는 곳이에요!! 
친절하신 사장님 부부와 매일 직접 케이크 구우시는데 너무 맛있습니다 !!",5,0.0,2019.11.30.
71,71,71,1157034383,사닮과,782327,사닮과가 제주도에 있어 다행이라는 생각을 매번 합니다. 별 다섯 개가 모자라요 ( Ĭ ^ Ĭ ) ,5,1.0,2019.06.08.
72,72,72,1157034383,사닮과,547183,맛있어요...,5,0.0,2019.05.09.
73,73,73,1157034383,사닮과,168183,오랜만에 갔는데 너무 맛있었어요 !,4,0.0,2019.02.23.
74,74,74,565082614,오운커피,967615,"먹어본 아메리카노중 제일 맛있어요
아라동 카페는 오운카페..
-수박쥬스도 강추-",5,0.0,2019.08.06.
75,75,75,565082614,오운커피,967601,자두에이드가 맛있어요^^ 자두를 씹어먹는데 과즙이 팡팡터지는듯한 맛이에요!,5,0.0,2019.08.06.
76,76,76,565082614,오운커피,967600,"수박쥬스가 증말 맛있어요! 
-ㅇㄱㅇ-",5,0.0,2019.08.06.
77,77,77,565082614,오운커피,856968,친절하시고 디저트랑 음료도 너무 맛있어요&hearts;️&hearts;️&hearts;️!! 다음에 또 가고 싶어요 ~~~!!!!!,5,0.0,2019.06.30.
78,78,78,565082614,오운커피,856405,,5,0.0,2019.06.30.
79,79,79,565082614,오운커피,855200,"얼음동동꼬숩라떼랑 수박주스가 너무 맛있네요
음료를 마시고 무엇인가 먹어야할거같은 아쉬움을 마들렌 으로 채우니 너무 좋네요
직원분들도 친절하고 분위기도 좋아요
제점수는 5점입니다",5,0.0,2019.06.30.
80,80,80,565082614,오운커피,855191,"처음 가봤는데 커피 맛도 괜찮고 카페 분위기도 좋았어요.
음료 종류도 여러가지고 빵도 있어서 맛있게 먹고 가네요^^",5,0.0,2019.06.30.
81,81,81,565082614,오운커피,855178,"수박주스가 너무 시원하고 맛있어요
사장님이 친절하고 카페 분위기가 동네 카페와는 다르게 고급스럽네요",5,0.0,2019.06.30.
82,82,82,565082614,오운커피,739377,"가격도 저렴하고 마들렌도 맛있어요
음료마다 크림이 올라가는데 목넘김이 부드럽고 좋아요",5,1.0,2019.06.30.
83,83,83,565082614,오운커피,855123,"알바생이 잘생겼어용
수박 주스랑 초코쿠키가 너무 맛있어요",5,0.0,2019.06.30.
84,84,84,565082614,오운커피,705486,분위기도 너무 좋고 커피도 너무 맛있네요 서비스도 좋았어요 또 가고싶네요 !!,5,0.0,2019.05.30.
85,85,85,565082614,오운커피,704220,커피도 에이드도 맛있네요,5,1.0,2019.05.30.
86,86,86,565082614,오운커피,471091,"음료, 디저트 저렴한데 맛있어요 
인테리어도 깔끔합니다",5,1.0,2019.03.29.
87,87,87,565082614,오운커피,1169893,,4,,2019.03.25.
88,88,88,27417809,달아래팥,1080816,많이달디않고 맛있어요~ 여름엔 역시 달아래팥빙수~,5,0.0,2019.09.15.
89,89,89,27417809,달아래팥,905017,"국산 팥이네요
달짝지근하게 맛있습니다",5,0.0,2019.07.15.
90,90,90,890539012,아이올라,527048,커피맛좋고.다른곳괸다른와플굿!샌드위치와마카롱도맛볼수있어요,5,0.0,2019.04.29.
91,91,91,669309474,세컨드하우스,1077026,사장 남편분 잘생기셨어요!,5,0.0,2019.09.13.
92,92,92,669309474,세컨드하우스,98041, 직접 따신 귤로 만든 청귤에이드라 믿음이 가는곳~~ 가게도 깔끔하고 파는 옷들도 다 넘 이쁘네요~~,5,1.0,2018.04.05.
93,93,93,900010274,카페라능,1258315,"뷰도 좋고 인테리어도 이뻤어요
커피도 맛있었어요",5,0.0,2019.11.18.
94,94,94,900010274,카페라능,446704,사장님이 젊은여자분이시고 훤칠한키에 미모를 겸비하시고 친절까지 하셔서 편하고 맛있게 먹었어요,5,0.0,2019.03.14.
95,95,95,1787101427,1158족욕카페,1158940,"여행일정 마지막쯔음으로 넣고 방문! 왠걸 사람이 없어서 바로 했구요~ 사모님이신가요 너무 친절하셔용
근처 맛집도 자세히 알려주시고
엄마도 이런건 처음해봤는데 여행중 피로도풀리고 좋다며
너무 좋어하셨어요^^",5,0.0,2019.10.14.
96,96,96,183413796,리틀비틀키즈카페 모슬포점,490271,완전 좋아요! 소근육발달 놀이도 많고 규모가 작아보이지만 있을거 다 있어요. 안전하게 잘되어있어서 기본 두시간도 부족하게 잘 놀았어요. 재방문의사 300% 예요! 금액도 싸고 너무 좋아요ㅋㅋ 진짜 최고네요. 제주 여행왔다가 날씨 안 좋아서 왔는데 올때마다 와도 좋을거 같아요,5,0.0,2019.10.21.
97,97,97,183413796,리틀비틀키즈카페 모슬포점,1118488,크진 않지만 아기자기하게 잘 해놓았네요. 그런데 주인분의 말투와 다소 불필요한 방송(ei.먹으면서 돌아다니지 마세요. 뛰어다니지 마세요..)등은 이미지를 까먹는 거 같네요. 알바생이 매우 친절해 별 하나 올립니다.,4,0.0,2019.09.29.
98,98,98,183413796,리틀비틀키즈카페 모슬포점,235336,엄청 작아요 그래도 사람없을땐 한눈에 아이 다보이고 그런건 편해요 ~  사장님이 너무 불친절해요 ~ 알바가 오히려 더친절.. 그래도 가까운데 있으니 갈만은합니다 ,2,0.0,2018.09.16.
99,99,99,437994854,쿠키키,1013818,"많이 달지만 맛있었고
가게는 작지만 귀여웠어요 !",3,0.0,2019.09.21.
100,100,100,437994854,쿠키키,1044390,사장님도 가게도 쿠키도 귀여워요 종류도 다양해요 ,5,0.0,2019.08.30.
101,101,101,437994854,쿠키키,873530,자리가 협소해요. 포장 손님이 많았구요 어느정도 단 건 감안하고 드셔야할 것 같아요. 그래도 쿠키가 정말 다양하고 맛있어요 최고. 사장님이 친절하셔요.,5,0.0,2019.07.27.
102,102,102,437994854,쿠키키,885097,"쿠키도 맛있고, 공간도 예뻐요:)",5,0.0,2019.07.08.
103,103,103,24122047,제주봄카페,854076,직원분들이 너무 친절해요. 직접 동네 같이 돌면서 강아지도 보여주셨어요! 높은 곳에서 내려다보는 뷰가 정말 좋아서 봄가을에 딱이에요. 조식도 맛있고 청소 상태도 좋아요. 미술관이 같이 있는데 미리 얘기하면 아침마다 미술관 투어도 해주세요. 작품도 독특하고 너무 멋졌고 설명도 잘해주셨어요. 가격도 합리적이고 너무 만족스러웠어요.,5,0.0,2019.06.30.
104,104,104,25081546,난장이공,76884,분위기 좋고 음료도 맛있어요~망고스무디 완전 리얼망고 가득입니다,5,0.0,2018.02.27.
105,105,105,24995428,점프노리키즈카페 제주아라점,1086552,,3,,2017.02.19.
106,106,106,1453089281,파라토도스 오션뷰카페,1280980,다 좋은데 창문이 더러움... 물때,3,0.0,2019.11.27.
107,107,107,1453089281,파라토도스 오션뷰카페,1276708,"다른건 안먹어봐서 모르겠지만, 아인슈페너는 정말 맛이없음. 커피를 담갔다꺼낸 물에 생크림만 잔뜩넣은 맛.",1,0.0,2019.11.25.
108,108,108,1453089281,파라토도스 오션뷰카페,1139910,경치좋음,5,0.0,2019.10.07.
109,109,109,1453089281,파라토도스 오션뷰카페,1095182,,5,0.0,2019.09.20.
110,110,110,1453089281,파라토도스 오션뷰카페,1076121,간단하게 한 잔 하기 좋은 곳,4,0.0,2019.09.13.
111,111,111,1453089281,파라토도스 오션뷰카페,1070572,뷰가 너무 예쁜 카페♡,5,0.0,2019.09.10.
112,112,112,1453089281,파라토도스 오션뷰카페,962211,Einspanner yums,5,0.0,2019.08.04.
113,113,113,1453089281,파라토도스 오션뷰카페,852864,"커피 맛이 정말...
드셔보시고 파시는고맞죠 ㅠㅠ",1,0.0,2019.06.29.
114,114,114,1453089281,파라토도스 오션뷰카페,852824,뷰만 괜찮습니다. 커피가격은 비싼데 커피맛은 별로입니다. ,1,0.0,2019.06.29.
115,115,115,1453089281,파라토도스 오션뷰카페,326353,3살 아이와 함께 3층에 식사하러 갔어요.노키즈존은 2층이었고 올라갈때 다시 한번 물어보고 확인후 아이와 가능하다고해서  3층에 갔습니다.참고로 저흰4시에 가서 저희 밖에 손님이 없었구요.자리 가자마자 주문 하려는데 직원이 오더니 아이가 돌아다니거나 소리를 지르진 않냐고 물어봤어요.그렇진 않다고 말씀 드렸는데 여긴 다른 분들이 식사를 하러 오는곳이니 불편할수도 있어서 그런다고했어요.저희 아이가 뭘 한것도 아니고..가자마자..아무도 없었는데..차라리 아이가 떠들지 않게 조심해달라고 했음 알겠습니다 했는데. 말끝을 흐리면서 된다는건지 안된다는건지..은연중에 가라는 뉘앙스여서 매우 불쾌했어요..처음부터 아이 안된다고 했음 아예 안갔어요.이럴바엔 아예 전체 1층3층 노키즈존 했음 굳이 찾아가는 이런 수고는 덜했을텐데요...아이 데리고 갈만한 곳은 아닙니다..,1,0.0,2018.12.14.
116,116,116,1453089281,파라토도스 오션뷰카페,290137,"금릉 해변에 오셨다면 꼭 한번 3층까지 가셔서 둘러보세요!
맜있게 반주와 함께 식사하고 갑니다",5,0.0,2018.11.08.
117,117,117,1453089281,파라토도스 오션뷰카페,267425,뷰가 최고입니다! ,4,0.0,2018.10.17.
118,118,118,1453089281,파라토도스 오션뷰카페,250601,3층 칵테일바 방문했어요. 다른 평들처럼 주류 가격도 호텔급 가격입니다. 밤에는 바다가 1도 안보여서 뷰값이라고 하기도 아깝고ㅠ 분위기도 그냥... ㅠ 그냥 나갈걸 그랬어요ㅠ,2,0.0,2018.09.30.
119,119,119,1453089281,파라토도스 오션뷰카페,249563,"오후3시까지 2층 이용할수 있는데요, 여기는 뷰가 다하는 곳. 커피값 비싸다 놀라지 마시고, 그냥 자리세 낸다 생각하면 됨.",4,0.0,2018.09.29.
120,120,120,1453089281,파라토도스 오션뷰카페,248238,"카페 이용했어요
뷰도 좋고 시설이 깔끔해요
커피 맛도 좋고 수박주스도 최고예요 !!",4,0.0,2018.09.28.
121,121,121,1453089281,파라토도스 오션뷰카페,215035,커피한잔=밥값,3,0.0,2018.08.25.
122,122,122,1453089281,파라토도스 오션뷰카페,1258104,뷰는 물론 가격 맛도 아주 만족했습니다,5,,2018.11.08.
123,123,123,1453089281,파라토도스 오션뷰카페,1215999,,4,,2018.10.07.
124,124,124,1453089281,파라토도스 오션뷰카페,2041155,,5,,2019.02.07.
125,125,125,1453089281,파라토도스 오션뷰카페,2001398,이런 환상적인 오션뷰 바에서 다양한 와인 리스트에 놀랐고 또 당연히 가격은 높을거라 생각했는데 생각보다도 훨씬 낮아 깜짝 놀랐습니다. ,5,,2018.11.08.
126,126,126,1453089281,파라토도스 오션뷰카페,1976651,좋아요,3,,2018.09.06.
127,127,127,1453089281,파라토도스 오션뷰카페,1933607,뷰깡패 맞음... 데이트 코스 강추!,5,,2018.06.04.
128,128,128,646235382,까떼커피,981278,,2,0.0,2019.08.10.
129,129,129,646235382,까떼커피,1241688,,2,,2018.08.13.
130,130,130,646235382,까떼커피,979747,,2,,2017.12.26.
131,131,131,646235382,까떼커피,196535,,3,,2017.07.09.
132,132,132,646235382,까떼커피,1117361,,3,,2017.05.17.
133,133,133,646235382,까떼커피,956372,,3,,2017.04.01.
134,134,134,646235382,까떼커피,1581704,우연히 지나가다 보이길래 들려봤는데 2층에서 바라보는 해수욕장이 넘 예뻐요~ 다음에 제주도 들렸을때 다시 한번 가보고 싶네요,5,,2016.06.25.
135,135,135,646235382,까떼커피,1580317,해비치리조트에 머물다가 주변에 시원한곳 찾아들어간 곳이네요. 새건물이라 깨끗하고 넓고 특히 바다가 보여서 좋았어요. 직원분들도 친절하시고^^,4,,2016.06.23.
136,136,136,646235382,까떼커피,1580276,"친구들끼리 처음으로 제주도에 놀러갔는데, 둘러보다가 들어간 카페였어요. 고된 여행으로 지쳤는데 분위기있는 카페를 찾아 힐링하고 왔네요~ 좋은 추억 주셔서 감사합니다!",4,,2016.06.23.
137,137,137,24545861,알라스카인제주,1289036,아이스크림 우유의 고소한맛도 진하고 맛있어요,5,0.0,2019.11.29.
138,138,138,24545861,알라스카인제주,1126611,아이스크림 달지않고 깔끔허니 너무 맛있어요~ 한라봉빙수 완전추천해요. 유기농이라 우유 탈나시는분들도 여기는 괜찮아요~,5,1.0,2019.10.02.
139,139,139,24545861,알라스카인제주,1022400,"빙수가 맛이좋네요
아메리카노는 좀 씁슬함이 강한맛입니다.

이상입니다.",4,0.0,2019.08.24.
140,140,140,24545861,알라스카인제주,875164,"생우유 맛을 기대했는데 어떤 분 말씀처럼 분유맛이 강해요
그래도 일반 아이스크림보다는 괜찮네요",3,0.0,2019.07.06.
141,141,141,24545861,알라스카인제주,871801,제주가면 항상 들리는 집. 한라봉 아이스크림도 맛있고 녹차도 맛있어요!,5,1.0,2019.07.05.
142,142,142,24545861,알라스카인제주,511984,친절하고 진한 우유맛!,5,0.0,2019.04.21.
143,143,143,24545861,알라스카인제주,84920,아이스크림 맛있음/음료들도 괜찮음,4,1.0,2018.03.11.
144,144,144,24545861,알라스카인제주,712013,한라봉 우유 눈꽃 빙수,3,0.0,2017.12.25.
145,145,145,24545861,알라스카인제주,779161,여름엔 정말 최고!!,4,0.0,2017.03.24.
146,146,146,24545861,알라스카인제주,512874,,4,,2019.04.18.
147,147,147,24545861,알라스카인제주,708862,"2018여름 재방문
아뭐야 블랙코코넛아스크림 없어졌어ㅜ 우유, 녹차맛만 있어....
----------------------
아이스크림 대강추!
블랙코코넛 아이스크림 코코넛 향이 좋음~
한라봉빙수는 적당히 달고 생큼함이 맛남
맛있다ㅠㅠㅠ여름에 함덕해수욕장에서 물놀이하고 여기 들르면 넘나 행복한것",4,,2018.08.13.
148,148,148,24545861,알라스카인제주,981725,,3,,2017.07.10.
149,149,149,24545861,알라스카인제주,9717,우유맛이 완전 진함!,3,,2017.06.04.
150,150,150,24545861,알라스카인제주,1124608,"팥빙수 먹었는데 우유빙수로 식감이나 맛은 괜찮네요
대형콘도 인근에 잘 잡은 위치로 여행에서 돌아오며 들려 커피나 빙수로 마무리에는 굿
아쉬운점은 가격이 만만치 않음
팥빙수=성게미역국으로 생각하시면 딱",4,,2017.05.01.
151,151,151,24545861,알라스카인제주,376463,,3,,2017.04.23.
152,152,152,24545861,알라스카인제주,1020483,,5,,2016.10.20.
153,153,153,24545861,알라스카인제주,837315,,3,,2016.09.02.
154,154,154,24545861,알라스카인제주,661226,"얼음이 맛있다. 신기하게 부드럽네
다른 한라봉아이스크림은 못먹어봤지만 객관적으로 맛은 괜찮음 ",4,,2016.08.26.
155,155,155,24545861,알라스카인제주,253671,제주보리빙수 먹었어요. 미숫가루처럼 보이는 보리가루가 솔솔 뿌려져있네요. 고운 눈같은 얼음 입자가 살살 녹아요^^,5,,2016.08.15.
