,0,address
22,"33.49002,126.48856","[Location(거북선횟집, 삼무로, 제주시, 제주특별자치도, 63125, 대한민국, (33.489965, 126.48874, 0.0))]"
23,"33.24701,126.58078","[Location(서귀동, 서귀포시, 제주특별자치도, 697-841, 대한민국, (33.2471200312895, 126.580797895741, 0.0))]"
24,"33.23465,126.48241000000002","[Location(이어도로, 강정동, 서귀포시, 제주특별자치도, 63563, 대한민국, (33.2346799242183, 126.482423370672, 0.0))]"
25,"33.48972,126.4937","[Location(제주썬호텔앤카지노, 67, 삼무로, 제주시, 제주특별자치도, 63125, 대한민국, (33.4899509, 126.4939325, 0.0))]"
26,"33.48963,126.486","[Location(Candle Namu, 도령로, 제주시, 제주특별자치도, 63125, 대한민국, (33.490001, 126.4857523, 0.0))]"
27,"33.481320000000004,126.4733","[Location(노형로, 노형동, 제주시, 제주특별자치도, 63123, 대한민국, (33.4814753313375, 126.473172570114, 0.0))]"
28,"33.24872,126.41032","[Location(롯데호텔제주, 중문관광로72번길, 색달동, 서귀포시, 제주특별자치도, 대한민국, (33.2484997, 126.41066669261, 0.0))]"
29,"33.25593,126.41262","[Location(꿈에그린민박, 천제연로, 색달동, 서귀포시, 제주특별자치도, 대한민국, (33.255747, 126.41273, 0.0))]"
30,"33.25869,126.40464","[Location(돌하르방민박, 일주서로, 화순리, 상예동, 서귀포시, 제주특별자치도, 대한민국, (33.2587766, 126.4047009, 0.0))]"
31,"33.24385,126.42033","[Location(마샬아츠혼전용관, 227-44, 중문관광로, 중문동, 서귀포시, 제주특별자치도, 대한민국, (33.2440781, 126.420590637757, 0.0))]"
32,"33.26541,126.37153","[Location(한창로, 화순리, 상창리, 서귀포시, 제주특별자치도, 63522, 대한민국, (33.2653306196106, 126.371391668953, 0.0))]"
33,"33.25007,126.41415","[Location(제주맛사랑, 중문관광로110번길, 색달동, 서귀포시, 제주특별자치도, 대한민국, (33.25026285, 126.414097535882, 0.0))]"
34,"33.235640000000004,126.4801","[Location(이어도로, 강정동, 서귀포시, 제주특별자치도, 63563, 대한민국, (33.2355690456563, 126.480077889546, 0.0))]"
35,"33.23462,126.49082","[Location(이어도로, 법환동, 서귀포시, 제주특별자치도, 63573, 대한민국, (33.2344833497337, 126.490829331376, 0.0))]"
36,"33.24753,126.57692","[Location(칠십리로, 서귀동, 서귀포시, 제주특별자치도, 697-841, 대한민국, (33.2475076196139, 126.576928480308, 0.0))]"
37,"33.2502,126.40843","[Location(하나호텔 (Hotel Hana), 중문관광로72번길, 색달동, 서귀포시, 제주특별자치도, 대한민국, (33.2498186, 126.40817660452, 0.0))]"
38,"33.2434,126.42466","[Location(중문관광로, 대포동, 서귀포시, 제주특별자치도, 대한민국, (33.2432706948987, 126.424729345639, 0.0))]"
39,"33.24671,126.55825","[Location(태평로, 서귀동, 서귀포시, 제주특별자치도, 63592, 대한민국, (33.246605222408, 126.558221861939, 0.0))]"
40,"33.23988,126.56422","[Location(서귀포항입구교차로, 부두로, 서귀동, 서귀포시, 제주특별자치도, 697-841, 대한민국, (33.2396275, 126.5639174, 0.0))]"
41,"33.24694,126.58149","[Location(서귀동, 서귀포시, 제주특별자치도, 대한민국, (33.247055, 126.581218817726, 0.0))]"
42,"33.31044,126.34099","[Location(동광리, 서귀포시, 제주특별자치도, 대한민국, (33.3104719590254, 126.340949536169, 0.0))]"
43,"33.23987,126.43767","[Location(이어도로, 대포동, 서귀포시, 제주특별자치도, 63563, 대한민국, (33.2397672099477, 126.43770530115, 0.0))]"
44,"33.243,126.45034","[Location(Yakcheonsa Temple, 이어도로, 월평동, 서귀포시, 제주특별자치도, 63563, 대한민국, (33.2429862, 126.450292, 0.0))]"
45,"33.2517,126.41264","[Location(믿거나말거나 (Believe it or Not), 중문관광로, 색달동, 서귀포시, 제주특별자치도, 대한민국, (33.2511949, 126.412799738906, 0.0))]"
46,"33.249340000000004,126.50903999999998","[Location(제주월드컵경기장, 일주동로, 법환동, 서귀포시, 제주특별자치도, 63573, 대한민국, (33.2494483, 126.5086538, 0.0))]"
47,"33.23605,126.50425","[Location(이어도로, 법환동, 서귀포시, 제주특별자치도, 63573, 대한민국, (33.2359427171722, 126.504262696852, 0.0))]"
48,"33.24282,126.46083","[Location(이어도로, 월평동, 서귀포시, 제주특별자치도, 63563, 대한민국, (33.242733223452, 126.46084332286, 0.0))]"
49,"33.4899,126.48894","[Location(거북선횟집, 삼무로, 제주시, 제주특별자치도, 63125, 대한민국, (33.489965, 126.48874, 0.0))]"
50,"33.50571,126.49318999999998","[Location(제주국제공항, 2, 공항로, 제주시, 제주특별자치도, 63115, 대한민국, (33.50675095, 126.491600008935, 0.0))]"
51,"33.24519,126.57018","[Location(정방횟집, 칠십리로, 서귀동, 서귀포시, 제주특별자치도, 697-841, 대한민국, (33.2450415, 126.569944987771, 0.0))]"
52,"33.24157,126.44357","[Location(Baereungae Entrance, 이어도로, 월평동, 서귀포시, 제주특별자치도, 63563, 대한민국, (33.2409707, 126.4432731, 0.0))]"
53,"33.23434,126.48362","[Location(강정천주유소 SK, 이어도로, 강정동, 서귀포시, 제주특별자치도, 63563, 대한민국, (33.2340641, 126.4838341, 0.0))]"
54,"33.48215,126.4824","[Location(IBK기업은행 신제주지점, 연북로, 노형동, 제주시, 제주특별자치도, 63123, 대한민국, (33.4822938, 126.4832182, 0.0))]"
55,"33.4911,126.49647","[Location(현대관광호텔, 신대로, 제주시, 제주특별자치도, 63125, 대한민국, (33.4913959, 126.4963275, 0.0))]"
56,"33.49946,126.51479","[Location(제주시, 제주특별자치도, 63183, 대한민국, (33.4995682571011, 126.514792912496, 0.0))]"
57,"33.26162,126.50145","[Location(중산간서로, 서호동, 서귀포시, 제주특별자치도, 63573, 대한민국, (33.2616291977923, 126.501450183428, 0.0))]"
58,"33.25265,126.50453","[Location(대청로, 강정동, 서귀포시, 제주특별자치도, 63573, 대한민국, (33.2524914863115, 126.504521713708, 0.0))]"
59,"33.50659,126.49288","[Location(제주국제공항, 2, 공항로, 제주시, 제주특별자치도, 63115, 대한민국, (33.50675095, 126.491600008935, 0.0))]"
60,"33.25437,126.518","[Location(서호중로, 서호동, 서귀포시, 제주특별자치도, 63573, 대한민국, (33.254445714242, 126.518010990777, 0.0))]"
61,"33.24873,126.50799","[Location(서귀포시외버스터미널, 9217, 일주동로, 법환동, 서귀포시, 제주특별자치도, 63573, 대한민국, (33.24897685, 126.508171804011, 0.0))]"
62,"33.4819,126.48218","[Location(우리은행 신제주지점, 연북로, 노형동, 제주시, 제주특별자치도, 63123, 대한민국, (33.4817728, 126.4825879, 0.0))]"
63,"33.49143,126.49678","[Location(현대관광호텔, 신대로, 제주시, 제주특별자치도, 63125, 대한민국, (33.4913959, 126.4963275, 0.0))]"
64,"33.26091,126.48661","[Location(중산간서로, 도순동, 서귀포시, 제주특별자치도, 63563, 대한민국, (33.2608345305069, 126.486599471449, 0.0))]"
65,"33.25507,126.51007","[Location(서귀포시 제2청사, 신중로, 서호동, 서귀포시, 제주특별자치도, 63573, 대한민국, (33.25560095, 126.510442792632, 0.0))]"
66,"33.26178,126.50146","[Location(중산간서로, 서호동, 서귀포시, 제주특별자치도, 63573, 대한민국, (33.2617188791628, 126.501458782012, 0.0))]"
67,"33.24985,126.50723","[Location(서귀포시김정문화회관, 일주서로, 강정동, 서귀포시, 제주특별자치도, 63573, 대한민국, (33.2501745, 126.5078724, 0.0))]"
68,"33.25158,126.51888999999998","[Location(서호중앙로, 서호동, 서귀포시, 제주특별자치도, 63573, 대한민국, (33.2516122872575, 126.518835460987, 0.0))]"
69,"33.26306,126.45946","[Location(중산간서로, 하원동, 서귀포시, 제주특별자치도, 63563, 대한민국, (33.2628990454168, 126.459477939487, 0.0))]"
70,"33.25246,126.50443","[Location(대청로, 강정동, 서귀포시, 제주특별자치도, 63573, 대한민국, (33.2524961817662, 126.504431891399, 0.0))]"
71,"33.25463,126.51779","[Location(서호중로, 서호동, 서귀포시, 제주특별자치도, 63573, 대한민국, (33.2544809346242, 126.517768361478, 0.0))]"
72,"33.486549,126.499152","[Location(신대로15길, 제주시, 제주특별자치도, 63125, 대한민국, (33.4866409520057, 126.499154376626, 0.0))]"
73,"33.96269,126.29761","[Location(올레길 18-1코스(추자도 올레), 제주특별자치도, 대한민국, (33.95929405, 126.298196955764, 0.0))]"
74,"33.963640000000005,126.29681","[Location(올레길 18-1코스(추자도 올레), 제주특별자치도, 대한민국, (33.95929405, 126.298196955764, 0.0))]"
75,"33.96284,126.29564","[Location(상추자도항, 올레길 18-1코스(추자도 올레), 제주특별자치도, 대한민국, (33.9620785, 126.2958024, 0.0))]"
76,"33.96232,126.29416","[Location(올레길 18-1코스(추자도 올레), 제주특별자치도, 대한민국, (33.95929405, 126.298196955764, 0.0))]"
77,"33.96141,126.29452","[Location(올레길 18-1코스(추자도 올레), 제주특별자치도, 대한민국, (33.95929405, 126.298196955764, 0.0))]"
78,"33.94384,126.32577","[Location(추자도수협 하추자지점, 556, 추자로, 신양리, 제주특별자치도, 대한민국, (33.94431475, 126.326595929404, 0.0))]"
79,"33.94603,126.32886","[Location(하추자보건진료소, 587, 추자로, 신양리, 제주특별자치도, 대한민국, (33.9461046, 126.3291908, 0.0))]"
80,"33.953590000000005,126.33134","[Location(추자로, 신양리, 제주특별자치도, 대한민국, (33.953591933526, 126.331338582081, 0.0))]"
81,"33.95134,126.32771","[Location(추자로, 신양리, 제주특별자치도, 대한민국, (33.951374287299, 126.327764849638, 0.0))]"
82,"33.946290000000005,126.33081","[Location(추자로, 신양리, 제주특별자치도, 대한민국, (33.9462896065021, 126.330811256432, 0.0))]"
83,"33.49334,126.95151","[Location(서광리, 제주시, 제주특별자치도, 63365, 대한민국, (33.4933367412415, 126.951514379438, 0.0))]"
84,"33.51123,126.96567","[Location(조일리, 제주시, 제주특별자치도, 63365, 대한민국, (33.5112283412902, 126.965675570864, 0.0))]"
85,"33.49993,126.51486","[Location(제주시외버스터미널 (Jeju Intercity Bus Terminal), 서광로, 제주시, 제주특별자치도, 63183, 대한민국, (33.49977115, 126.51484805, 0.0))]"
86,"33.54101,126.66877","[Location(신흥리, 제주시, 제주특별자치도, 63333, 대한민국, (33.5410145327361, 126.668771079136, 0.0))]"
87,"33.52112,126.58611","[Location(고민석한의원, 일주동로, 삼양이동, 제주시, 제주특별자치도, 63300, 대한민국, (33.521075, 126.586064, 0.0))]"
88,"33.5323,126.61856","[Location(신촌초등학교, 일주동로, 신촌리, 제주시, 제주특별자치도, 63335, 대한민국, (33.5323443, 126.6185799, 0.0))]"
89,"33.50202,126.5322","[Location(세종무도학원, 동광로, 제주시, 제주특별자치도, 63208, 대한민국, (33.50175055, 126.53189519079, 0.0))]"
90,"33.50847,126.5419","[Location(Mc, 동광로, 일도이동, 제주시, 제주특별자치도, 63284, 대한민국, (33.5077866, 126.5411942, 0.0))]"
91,"33.53826,126.6399","[Location(조천리, 제주시, 제주특별자치도, 63331, 대한민국, (33.5382984829975, 126.639874120798, 0.0))]"
92,"33.515609999999995,126.55861000000002","[Location(오현중고등학교, 일주동로, 화북일동, 제주시, 제주특별자치도, 63293, 대한민국, (33.5156724, 126.5586237, 0.0))]"
93,"33.51858,126.56598","[Location(Hwabuk Nammun, 일주동로, 화북일동, 제주시, 제주특별자치도, 63288, 대한민국, (33.51867, 126.5660917, 0.0))]"
94,"33.52338,126.85556","[Location(중앙의원, 구좌로, 하도리, 제주시, 제주특별자치도, 63359, 대한민국, (33.523246, 126.855954, 0.0))]"
95,"33.55175,126.79115","[Location(일주동로, 월정리, 제주시, 제주특별자치도, 695-975, 대한민국, (33.5517264504477, 126.791147603452, 0.0))]"
96,"33.5549,126.75127","[Location(김녕리, 제주시, 제주특별자치도, 695-975, 대한민국, (33.5549569769925, 126.751257869203, 0.0))]"
97,"33.32662,126.83322","[Location(춘자멸치국수, 064-787-3124, 표선동서로, 표선리, 서귀포시, 제주특별자치도, 63629, 대한민국, (33.3264938, 126.8330368, 0.0))]"
98,"33.44744,126.91379","[Location(MiHyang Hangover Soup, 9, 일출로, 고성리, 서귀포시, 제주특별자치도, 63640, 대한민국, (33.4475128, 126.9137229, 0.0))]"
99,"33.25314,126.56015","[Location(서귀포등기소, 일주동로, 서귀동, 서귀포시, 제주특별자치도, 63592, 대한민국, (33.2532139, 126.560030954082, 0.0))]"
100,"33.25489,126.57619","[Location(서귀포시축협, 일주동로, 동홍동, 서귀포시, 제주특별자치도, 697-841, 대한민국, (33.254721, 126.575426, 0.0))]"
101,"33.28053,126.72114","[Location(남원읍사무소, 남조로, 비안동, 서귀포시, 제주특별자치도, 대한민국, (33.279877, 126.7207241, 0.0))]"
102,"33.50669,126.49335","[Location(제주국제공항, 2, 공항로, 제주시, 제주특별자치도, 63115, 대한민국, (33.50675095, 126.491600008935, 0.0))]"
103,"33.5002,126.51471","[Location(고영호재활의학과의원, 서광로, 제주시, 제주특별자치도, 63183, 대한민국, (33.5002389, 126.5149175, 0.0))]"
104,"33.54101,126.66913999999998","[Location(Hamdeok beach, 제주특별자치도 제주시 함덕16길, 함덕리, 제주시, 제주특별자치도, 63333, 대한민국, (33.54174855, 126.669890441038, 0.0))]"
105,"33.52128,126.58567","[Location(Samyang Elementary School, 일주동로, 삼양이동, 제주시, 제주특별자치도, 63300, 대한민국, (33.5212283, 126.5859086, 0.0))]"
106,"33.53275,126.61877","[Location(신촌초등학교, 일주동로, 신촌리, 제주시, 제주특별자치도, 63335, 대한민국, (33.5327998, 126.61879, 0.0))]"
107,"33.5189,126.56512","[Location(조은치과, 일주동로, 화북일동, 제주시, 제주특별자치도, 63293, 대한민국, (33.51864, 126.56516, 0.0))]"
108,"33.5022,126.53222","[Location(세종무도학원, 동광로, 제주시, 제주특별자치도, 63208, 대한민국, (33.50175055, 126.53189519079, 0.0))]"
109,"33.50934,126.54257","[Location(동광로, 일도이동, 제주시, 제주특별자치도, 63284, 대한민국, (33.5092608821583, 126.54263445001, 0.0))]"
110,"33.5436,126.65364","[Location(신흥리, 제주시, 제주특별자치도, 63333, 대한민국, (33.5435561242293, 126.653648895775, 0.0))]"
111,"33.5377,126.63877","[Location(조천리, 제주시, 제주특별자치도, 63331, 대한민국, (33.5376234767162, 126.638817651724, 0.0))]"
112,"33.51518,126.55707","[Location(오현중고등학교, 일주동로, 화북일동, 제주시, 제주특별자치도, 63293, 대한민국, (33.5151708, 126.5570707, 0.0))]"
113,"33.52325,126.8566","[Location(Sehwa-ri, 구좌로, 하도리, 제주시, 제주특별자치도, 63359, 대한민국, (33.523191, 126.8567025, 0.0))]"
114,"33.5519,126.79105","[Location(Woljeong-ri, 일주동로, 월정리, 제주시, 제주특별자치도, 695-975, 대한민국, (33.5518735, 126.7904609, 0.0))]"
115,"33.55503,126.75125","[Location(김녕초등학교, 일주동로, 김녕리, 제주시, 제주특별자치도, 695-975, 대한민국, (33.55508305, 126.750502525515, 0.0))]"
116,"33.25297,126.56135","[Location(Jungang Rotary, 일주동로, 서귀동, 서귀포시, 제주특별자치도, 63592, 대한민국, (33.2529628, 126.5613234, 0.0))]"
117,"33.25496,126.57824","[Location(에이스주유소, 일주동로, 동홍동, 서귀포시, 제주특별자치도, 697-841, 대한민국, (33.254504, 126.57852, 0.0))]"
118,"33.32528,126.83246","[Location(Pyoseon-ri Community Service Center, 표선동서로, 표선리, 서귀포시, 제주특별자치도, 63629, 대한민국, (33.3253152, 126.8324, 0.0))]"
119,"33.380340000000004,126.87618","[Location(산도롱맨도롱, 064-782-5105, 일주동로, 신산리, 서귀포시, 제주특별자치도, 63634, 대한민국, (33.3811184, 126.8766642, 0.0))]"
120,"33.44728,126.91378","[Location(Transit station, 일출로, 고성리, 서귀포시, 제주특별자치도, 63640, 대한민국, (33.4474295, 126.9139391, 0.0))]"
121,"33.28062,126.72082","[Location(남원읍사무소, 남조로, 비안동, 서귀포시, 제주특별자치도, 대한민국, (33.279877, 126.7207241, 0.0))]"
122,"33.248940000000005,126.50813","[Location(서귀포시외버스터미널, 9217, 일주동로, 법환동, 서귀포시, 제주특별자치도, 63573, 대한민국, (33.24897685, 126.508171804011, 0.0))]"
123,"33.49946,126.51478","[Location(제주시, 제주특별자치도, 63183, 대한민국, (33.4995685259416, 126.514782919729, 0.0))]"
124,"33.4939,126.4344","[Location(일주서로, 외도이동, 제주시, 제주특별자치도, 475-10, 대한민국, (33.4937682705667, 126.434421777712, 0.0))]"
125,"33.48578,126.41171","[Location(컴퓨터병원, 일주서로, 동귀리, 제주시, 제주특별자치도, 636-3, 대한민국, (33.485668, 126.411813, 0.0))]"
126,"33.493759999999995,126.4767","[Location(일주서로, 이호일동, 제주시, 제주특별자치도, 63123, 대한민국, (33.4936017038725, 126.476693576819, 0.0))]"
127,"33.39918,126.25841","[Location(한림고등학교, 월계로, 옹포리, 제주시, 제주특별자치도, 63014, 대한민국, (33.39828475, 126.25720393714, 0.0))]"
128,"33.46262,126.33447","[Location(고내리, 제주시, 제주특별자치도, 63034, 대한민국, (33.4626309915812, 126.334490933284, 0.0))]"
129,"33.41437,126.26336","[Location(Hallim-ri, 한림중앙로, 한림리, 제주시, 제주특별자치도, 63014, 대한민국, (33.4143015, 126.2634054, 0.0))]"
130,"33.225770000000004,126.25295","[Location(동일하모로, 대정읍, 하모리, 서귀포시, 제주특별자치도, 63510, 대한민국, (33.2258552106206, 126.252955310846, 0.0))]"
131,"33.506440000000005,126.49298","[Location(제주국제공항, 2, 공항로, 제주시, 제주특별자치도, 63115, 대한민국, (33.50675095, 126.491600008935, 0.0))]"
132,"33.46483,126.3187","[Location(애월리, 제주시, 제주특별자치도, 63034, 대한민국, (33.4647013332312, 126.31869314894, 0.0))]"
133,"33.49342,126.43321","[Location(웰빙마트, 일주서로, 외도이동, 제주시, 제주특별자치도, 475-10, 대한민국, (33.4930535, 126.433469, 0.0))]"
134,"33.48567,126.4121","[Location(컴퓨터병원, 일주서로, 동귀리, 제주시, 제주특별자치도, 636-3, 대한민국, (33.485668, 126.411813, 0.0))]"
135,"33.493520000000004,126.47763","[Location(일주서로, 이호일동, 제주시, 제주특별자치도, 63123, 대한민국, (33.4935674064693, 126.477631425217, 0.0))]"
136,"33.39915,126.25857","[Location(한림고등학교, 월계로, 옹포리, 제주시, 제주특별자치도, 63014, 대한민국, (33.39828475, 126.25720393714, 0.0))]"
137,"33.46243,126.33455","[Location(일주서로, 중엄리, 제주시, 제주특별자치도, 63034, 대한민국, (33.4624554718745, 126.334551763229, 0.0))]"
138,"33.46444,126.31983","[Location(애월리, 제주시, 제주특별자치도, 63034, 대한민국, (33.4645200437517, 126.319851007964, 0.0))]"
139,"33.41453,126.26427","[Location(한림리, 제주시, 제주특별자치도, 63011, 대한민국, (33.4145338334521, 126.264268849237, 0.0))]"
140,"33.34993,126.18308","[Location(한경의원, 두신로, 신창리, 제주시, 제주특별자치도, 대한민국, (33.349434, 126.182642, 0.0))]"
141,"33.3009,126.18043","[Location(Gosan-ri (Old Office), 칠전로, 고산리, 제주시, 제주특별자치도, 대한민국, (33.3007973, 126.180368, 0.0))]"
142,"33.25283,126.4477","[Location(일주서로, 대포동, 서귀포시, 제주특별자치도, 63563, 대한민국, (33.2527573375647, 126.447707097631, 0.0))]"
143,"33.25189,126.42339","[Location(Jungmun Post office, 천제연로, 푸른중문주공아파트, 대포동, 서귀포시, 제주특별자치도, 대한민국, (33.2518484, 126.4235363, 0.0))]"
144,"33.49993,126.51414","[Location(GS25 제주터미널점, 서광로4길, 제주시, 제주특별자치도, 63183, 대한민국, (33.4998018, 126.514032466164, 0.0))]"
145,"33.22605,126.25173","[Location(동일하모로, 대정읍, 하모리, 서귀포시, 제주특별자치도, 63510, 대한민국, (33.2259511731493, 126.251722227102, 0.0))]"
146,"33.48022,126.40105","[Location(하귀2리, 제주시, 제주특별자치도, 644-1, 대한민국, (33.4801485591919, 126.401057291055, 0.0))]"
147,"33.30073,126.18044","[Location(Gosan-ri (Old Office), 칠전로, 고산리, 제주시, 제주특별자치도, 대한민국, (33.3007973, 126.180368, 0.0))]"
148,"33.35053,126.18334","[Location(두신로, 신창리, 제주시, 제주특별자치도, 대한민국, (33.3505131967636, 126.183366253584, 0.0))]"
149,"33.2518,126.4238","[Location(GS25, 천제연로, 푸른중문주공아파트, 대포동, 서귀포시, 제주특별자치도, 대한민국, (33.2517281, 126.4237967, 0.0))]"
150,"33.2656,126.1995","[Location(일주서로, 신도리, 서귀포시, 제주특별자치도, 대한민국, (33.265625258683, 126.199508326384, 0.0))]"
151,"33.48017,126.40212","[Location(하귀초등학교, 애월해안로, 하귀2리, 제주시, 제주특별자치도, 644-1, 대한민국, (33.4794663, 126.401880825659, 0.0))]"
152,"33.24665,126.33519","[Location(안덕농협, 104, 화순로, 화순리, 감산리, 서귀포시, 제주특별자치도, 대한민국, (33.246807, 126.3351745, 0.0))]"
153,"33.26579,126.1995","[Location(일주서로, 신도리, 서귀포시, 제주특별자치도, 대한민국, (33.2656438814637, 126.199451832841, 0.0))]"
154,"33.47157,126.78397","[Location(풍림다방, 010-5775-7401, 중산간동로, 송당리, 제주시, 제주특별자치도, 대한민국, (33.4715895, 126.78337, 0.0))]"
155,"33.43615,126.73704","[Location(송당승마장, 비자림로, 송당리, 제주시, 제주특별자치도, 대한민국, (33.4359992, 126.739107196973, 0.0))]"
156,"33.47032,126.93008","[Location((수협창고) (( Suhyeopchanggo )), 성산등용로, 성산리, 서귀포시, 제주특별자치도, 63640, 대한민국, (33.4699043, 126.9299054, 0.0))]"
157,"33.44625,126.88632","[Location(시흥리, 서귀포시, 제주특별자치도, 63640, 대한민국, (33.4463053108987, 126.886300881894, 0.0))]"
158,"33.462709999999994,126.93303","[Location(Ilchulbong Peak Entrance, 성산중앙로, 성산리, 서귀포시, 제주특별자치도, 63640, 대한민국, (33.4627378, 126.9330284, 0.0))]"
159,"33.5045,126.49455","[Location(제주국제공항, 2, 공항로, 제주시, 제주특별자치도, 63115, 대한민국, (33.50675095, 126.491600008935, 0.0))]"
160,"33.46909,126.54739","[Location(jeju National university hospital, 중앙로, 아라일동, 제주시, 제주특별자치도, 63238, 대한민국, (33.4689234, 126.5479846, 0.0))]"
161,"33.456720000000004,126.55076","[Location(Jeju national university entrance, 중앙로, 아라일동, 제주시, 제주특별자치도, 63244, 대한민국, (33.4565513, 126.5508517, 0.0))]"
162,"33.4396,126.86507","[Location(수산리, 서귀포시, 제주특별자치도, 63631, 대한민국, (33.4396105911842, 126.865069377756, 0.0))]"
163,"33.47043,126.92994","[Location((수협창고) (( Suhyeopchanggo )), 성산등용로, 성산리, 서귀포시, 제주특별자치도, 63640, 대한민국, (33.4699043, 126.9299054, 0.0))]"
164,"33.499559999999995,126.52977","[Location(226, 중앙로, 이도이동, 제주시, 제주특별자치도, 63208, 대한민국, (33.49951115, 126.5296244713, 0.0))]"
165,"33.493109999999994,126.53509","[Location(제주지방검찰청, 중앙로, 이도이동, 제주시, 제주특별자치도, 63208, 대한민국, (33.49380145, 126.535143640929, 0.0))]"
166,"33.48941,126.53864","[Location(중앙로, 이도이동, 제주시, 제주특별자치도, 63208, 대한민국, (33.4894714559399, 126.538700861844, 0.0))]"
167,"33.48486,126.54293","[Location(제주여자중고등학교, 중앙로, 제주시, 제주특별자치도, 63246, 대한민국, (33.4850067, 126.542949, 0.0))]"
168,"33.45673,126.55105","[Location(중앙로, 아라일동, 제주시, 제주특별자치도, 63244, 대한민국, (33.4567142830845, 126.550984425311, 0.0))]"
169,"33.43335,126.67172","[Location(제주관광승마장, 비자림로, 교래리, 제주시, 제주특별자치도, 대한민국, (33.43363985, 126.669197005457, 0.0))]"
170,"33.46376,126.93377","[Location(성문모텔 (Seongmun Motel), 성산중앙로, 성산리, 서귀포시, 제주특별자치도, 63640, 대한민국, (33.4637063, 126.9337612, 0.0))]"
171,"33.43975,126.86513","[Location(수산리, 서귀포시, 제주특별자치도, 63631, 대한민국, (33.4396146200989, 126.865137953721, 0.0))]"
172,"33.49363,126.53476","[Location(Jeju District Court, 중앙로, 이도이동, 제주시, 제주특별자치도, 63208, 대한민국, (33.4936695, 126.5346434, 0.0))]"
